date,period,offer_gbp_mwh,bid_gbp_mwh
2025-07-30,41,114.69,7.54
2025-07-30,42,105.95,4.41
2025-07-30,43,122.14,-5.96
2025-07-30,44,91.34,7.27
2025-07-30,45,103.94,-9.36
2025-07-30,46,88.14,-12.45
2025-07-30,47,94.56,10.67
2025-07-30,48,114.25,9.13
2025-07-31,1,50.78,-27.47
2025-07-31,2,75.8,-46.58
2025-07-31,3,108.96,-25.91
2025-07-31,4,109.76,-35.49
2025-07-31,5,80.14,-33.52
2025-07-31,6,89.61,-37.31
2025-07-31,7,98.77,-2.08
2025-07-31,8,65.26,-11.54
2025-07-31,9,98.01,-26.31
2025-07-31,10,116.28,-37.3
2025-07-31,11,91.67,-30.62
2025-07-31,12,110.23,-13.84
2025-07-31,13,102.6,-18.7
2025-07-31,14,105.25,-17.9
2025-07-31,15,77.09,-6.14
2025-07-31,16,91.02,-6.32
2025-07-31,17,93.09,-8.49
2025-07-31,18,88.19,2.48
2025-07-31,19,86.72,-14.37
2025-07-31,20,96.5,24.25
2025-07-31,21,127.93,20.14
2025-07-31,22,116.13,17.11
2025-07-31,23,107.11,-24.47
2025-07-31,24,85.02,24.82
2025-07-31,25,78.96,-15.51
2025-07-31,26,122.09,38.01
2025-07-31,27,76.82,-16.95
2025-07-31,28,125.59,-5.03
2025-07-31,29,92.12,20.25
2025-07-31,30,123.61,31.21
2025-07-31,31,132.25,38.14
2025-07-31,32,102.53,45.95
2025-07-31,33,112.24,21.33
2025-07-31,34,125.87,25.16
2025-07-31,35,113.95,49.04
2025-07-31,36,142.72,12.34
2025-07-31,37,118.55,9.51
2025-07-31,38,149.14,42.69
2025-07-31,39,102.8,29.76
2025-07-31,40,129.8,11.45
2025-07-31,41,84.96,17.93
2025-07-31,42,78.77,-0.78
2025-07-31,43,79.5,23.38
2025-07-31,44,112.53,9.58
2025-07-31,45,66.93,-40.84
2025-07-31,46,91.06,10.81
2025-07-31,47,69.97,-38.18
2025-07-31,48,71.5,17.52
2025-08-01,1,98.56,-0.39
2025-08-01,2,60.38,-39.51
2025-08-01,3,88.05,-34.25
2025-08-01,4,57.89,-29.91
2025-08-01,5,55.77,-47.31
2025-08-01,6,87.81,-43.48
2025-08-01,7,103.86,-38.23
2025-08-01,8,109.85,1.65
2025-08-01,9,70.5,14.56
2025-08-01,10,61.85,-43.23
2025-08-01,11,101.19,-27.21
2025-08-01,12,94.25,-1.52
2025-08-01,13,96.81,10.15
2025-08-01,14,107.2,-4.3
2025-08-01,15,96.09,3.17
2025-08-01,16,80.26,-19.21
2025-08-01,17,117.14,-28.45
2025-08-01,18,97.37,24.78
2025-08-01,19,73.12,18.89
2025-08-01,20,86.97,-2.18
2025-08-01,21,95.39,-25.39
2025-08-01,22,92.39,25.39
2025-08-01,23,117.11,-4.53
2025-08-01,24,87.37,27.45
2025-08-01,25,118.02,22.31
2025-08-01,26,131.61,-11.07
2025-08-01,27,112.83,-11.32
2025-08-01,28,88.8,-20.92
2025-08-01,29,116.1,1.26
2025-08-01,30,90.5,-0.4
2025-08-01,31,91.28,10.33
2025-08-01,32,103.26,38.87
2025-08-01,33,123.64,-1.6
2025-08-01,34,148.89,48.69
2025-08-01,35,130.0,21.48
2025-08-01,36,115.57,39.24
2025-08-01,37,137.03,4.79
2025-08-01,38,100.3,43.71
2025-08-01,39,137.69,24.47
2025-08-01,40,136.25,-4.43
2025-08-01,41,100.79,-7.7
2025-08-01,42,112.11,19.43
2025-08-01,43,77.41,19.85
2025-08-01,44,71.73,14.34
2025-08-01,45,66.25,18.99
2025-08-01,46,75.03,16.63
2025-08-01,47,67.87,-11.3
2025-08-01,48,75.33,-22.07
2025-08-02,1,105.1,8.09
2025-08-02,2,68.75,-2.27
2025-08-02,3,59.99,1.4
2025-08-02,4,91.83,-27.12
2025-08-02,5,95.38,-31.75
2025-08-02,6,89.17,-26.47
2025-08-02,7,94.24,-33.14
2025-08-02,8,98.47,-42.24
2025-08-02,9,58.34,-23.31
2025-08-02,10,83.92,-45.84
2025-08-02,11,104.5,5.22
2025-08-02,12,110.6,2.84
2025-08-02,13,69.98,6.51
2025-08-02,14,107.81,-26.86
2025-08-02,15,107.92,-44.32
2025-08-02,16,64.75,-15.45
2025-08-02,17,70.53,-5.18
2025-08-02,18,113.26,13.01
2025-08-02,19,80.24,-19.68
2025-08-02,20,96.57,-9.93
2025-08-02,21,72.51,-15.62
2025-08-02,22,97.85,27.28
2025-08-02,23,84.06,20.11
2025-08-02,24,79.96,-15.65
2025-08-02,25,99.54,-23.13
2025-08-02,26,101.04,10.69
2025-08-02,27,71.1,-17.15
2025-08-02,28,102.86,-30.1
2025-08-02,29,111.58,-6.98
2025-08-02,30,78.18,-0.69
2025-08-02,31,80.32,12.42
2025-08-02,32,95.97,-0.15
2025-08-02,33,132.04,-12.49
2025-08-02,34,124.38,17.27
2025-08-02,35,105.07,38.36
2025-08-02,36,132.95,-2.69
2025-08-02,37,136.23,26.71
2025-08-02,38,141.55,4.93
2025-08-02,39,120.22,21.04
2025-08-02,40,120.29,-9.77
2025-08-02,41,83.74,-5.84
2025-08-02,42,85.6,6.15
2025-08-02,43,103.23,8.18
2025-08-02,44,66.72,-31.79
2025-08-02,45,62.68,-16.36
2025-08-02,46,86.85,-29.62
2025-08-02,47,75.22,-32.75
2025-08-02,48,82.64,14.2
2025-08-03,1,98.26,-14.34
2025-08-03,2,84.39,-6.45
2025-08-03,3,87.85,-2.48
2025-08-03,4,71.17,-21.78
2025-08-03,5,89.55,-40.36
2025-08-03,6,66.44,5.27
2025-08-03,7,93.41,0.61
2025-08-03,8,54.43,-35.46
2025-08-03,9,68.53,-18.64
2025-08-03,10,94.51,-40.65
2025-08-03,11,74.92,2.42
2025-08-03,12,90.65,4.97
2025-08-03,13,113.48,-25.52
2025-08-03,14,84.01,-30.11
2025-08-03,15,100.39,-1.91
2025-08-03,16,91.67,11.2
2025-08-03,17,76.49,7.66
2025-08-03,18,119.41,-6.52
2025-08-03,19,106.79,-28.84
2025-08-03,20,91.32,-25.67
2025-08-03,21,100.0,-29.05
2025-08-03,22,108.4,-12.9
2025-08-03,23,93.53,-15.27
2025-08-03,24,123.93,-16.85
2025-08-03,25,81.79,14.89
2025-08-03,26,127.79,-4.25
2025-08-03,27,127.73,16.33
2025-08-03,28,123.19,10.07
2025-08-03,29,81.42,11.5
2025-08-03,30,81.49,17.05
2025-08-03,31,105.45,4.35
2025-08-03,32,115.84,-1.7
2025-08-03,33,132.05,-9.68
2025-08-03,34,122.86,39.34
2025-08-03,35,100.36,40.21
2025-08-03,36,134.47,22.29
2025-08-03,37,129.43,28.37
2025-08-03,38,123.34,27.38
2025-08-03,39,104.63,-1.45
2025-08-03,40,119.92,17.36
2025-08-03,41,91.89,-18.36
2025-08-03,42,79.8,-33.35
2025-08-03,43,103.2,-6.41
2025-08-03,44,68.02,-44.4
2025-08-03,45,80.05,-23.12
2025-08-03,46,76.96,-26.51
2025-08-03,47,63.11,-39.1
2025-08-03,48,73.94,-36.87
2025-08-04,1,99.12,9.57
2025-08-04,2,68.02,1.73
2025-08-04,3,81.37,-6.5
2025-08-04,4,55.62,-31.05
2025-08-04,5,95.07,6.68
2025-08-04,6,83.84,-14.63
2025-08-04,7,57.6,-46.51
2025-08-04,8,102.5,-30.91
2025-08-04,9,75.4,-32.96
2025-08-04,10,77.24,6.28
2025-08-04,11,77.72,9.59
2025-08-04,12,67.13,-46.1
2025-08-04,13,89.36,-6.51
2025-08-04,14,115.75,-25.04
2025-08-04,15,83.17,-34.66
2025-08-04,16,96.42,-24.17
2025-08-04,17,83.61,-19.0
2025-08-04,18,128.03,-23.49
2025-08-04,19,88.77,-12.15
2025-08-04,20,99.79,16.12
2025-08-04,21,87.66,-15.66
2025-08-04,22,79.67,19.95
2025-08-04,23,97.68,-20.98
2025-08-04,24,108.0,-17.56
2025-08-04,25,96.54,20.81
2025-08-04,26,90.16,-16.3
2025-08-04,27,127.93,-3.95
2025-08-04,28,97.21,8.68
2025-08-04,29,90.82,-2.38
2025-08-04,30,116.62,9.23
2025-08-04,31,131.77,31.76
2025-08-04,32,122.15,22.07
2025-08-04,33,144.99,40.87
2025-08-04,34,124.74,13.21
2025-08-04,35,116.9,43.13
2025-08-04,36,147.91,64.0
2025-08-04,37,148.85,33.9
2025-08-04,38,128.56,37.11
2025-08-04,39,114.95,17.69
2025-08-04,40,110.46,1.07
2025-08-04,41,79.5,-14.93
2025-08-04,42,112.86,-3.67
2025-08-04,43,105.96,1.77
2025-08-04,44,112.84,20.13
2025-08-04,45,63.7,-6.3
2025-08-04,46,115.74,-17.25
2025-08-04,47,87.97,-1.68
2025-08-04,48,116.39,-0.68
2025-08-05,1,94.39,-51.2
2025-08-05,2,113.34,17.37
2025-08-05,3,74.57,-28.65
2025-08-05,4,76.0,-39.24
2025-08-05,5,73.9,-18.74
2025-08-05,6,96.6,-51.92
2025-08-05,7,95.98,-50.11
2025-08-05,8,61.48,-23.82
2025-08-05,9,77.37,1.0
2025-08-05,10,109.26,-23.75
2025-08-05,11,97.07,-8.17
2025-08-05,12,64.9,12.45
2025-08-05,13,115.89,-10.19
2025-08-05,14,109.87,-28.83
2025-08-05,15,102.35,14.41
2025-08-05,16,118.66,11.78
2025-08-05,17,94.13,11.72
2025-08-05,18,111.95,19.42
2025-08-05,19,79.19,28.54
2025-08-05,20,82.2,10.78
2025-08-05,21,132.18,-9.61
2025-08-05,22,128.05,9.65
2025-08-05,23,81.12,-3.82
2025-08-05,24,76.49,12.92
2025-08-05,25,82.74,1.24
2025-08-05,26,129.67,36.14
2025-08-05,27,94.76,9.33
2025-08-05,28,115.62,27.91
2025-08-05,29,113.68,28.81
2025-08-05,30,109.45,22.07
2025-08-05,31,110.81,34.35
2025-08-05,32,134.56,25.61
2025-08-05,33,120.22,42.26
2025-08-05,34,99.58,6.51
2025-08-05,35,124.72,11.79
2025-08-05,36,121.96,26.51
2025-08-05,37,105.56,22.65
2025-08-05,38,141.18,26.77
2025-08-05,39,146.1,7.89
2025-08-05,40,113.84,4.58
2025-08-05,41,126.67,0.02
2025-08-05,42,113.67,11.75
2025-08-05,43,110.42,-3.49
2025-08-05,44,77.13,-17.92
2025-08-05,45,61.32,-10.86
2025-08-05,46,118.06,9.06
2025-08-05,47,60.6,-24.15
2025-08-05,48,89.48,-23.21
2025-08-06,1,104.1,-7.78
2025-08-06,2,87.88,-30.48
2025-08-06,3,84.78,11.86
2025-08-06,4,82.8,-8.12
2025-08-06,5,98.09,-5.81
2025-08-06,6,77.53,-4.94
2025-08-06,7,81.57,7.25
2025-08-06,8,106.56,-32.56
2025-08-06,9,104.15,-4.13
2025-08-06,10,104.04,-39.16
2025-08-06,11,82.69,-4.06
2025-08-06,12,82.09,-17.22
2025-08-06,13,105.71,10.79
2025-08-06,14,116.72,-7.35
2025-08-06,15,109.43,17.8
2025-08-06,16,87.1,-16.5
2025-08-06,17,100.18,-21.55
2025-08-06,18,92.12,33.62
2025-08-06,19,85.61,7.03
2025-08-06,20,81.44,-5.22
2025-08-06,21,120.79,-9.98
2025-08-06,22,101.78,-19.35
2025-08-06,23,104.92,-3.36
2025-08-06,24,97.44,25.9
2025-08-06,25,91.77,7.65
2025-08-06,26,94.51,-11.8
2025-08-06,27,127.49,-0.62
2025-08-06,28,119.46,1.56
2025-08-06,29,136.51,41.36
2025-08-06,30,104.02,-3.03
2025-08-06,31,114.19,18.74
2025-08-06,32,131.86,-1.79
2025-08-06,33,127.45,-5.5
2025-08-06,34,139.82,25.13
2025-08-06,35,120.27,35.04
2025-08-06,36,132.28,52.18
2025-08-06,37,145.79,30.79
2025-08-06,38,119.32,44.11
2025-08-06,39,112.73,33.89
2025-08-06,40,115.98,-9.28
2025-08-06,41,140.77,31.4
2025-08-06,42,101.3,-26.32
2025-08-06,43,103.85,-5.35
2025-08-06,44,116.69,3.77
2025-08-06,45,105.73,0.03
2025-08-06,46,86.17,-16.54
2025-08-06,47,112.91,-13.93
2025-08-06,48,108.21,-25.26
2025-08-07,1,96.71,-0.41
2025-08-07,2,55.76,5.73
2025-08-07,3,99.34,-10.09
2025-08-07,4,95.0,-36.21
2025-08-07,5,87.92,2.43
2025-08-07,6,85.42,-10.74
2025-08-07,7,109.36,-9.84
2025-08-07,8,96.9,1.5
2025-08-07,9,55.6,-1.08
2025-08-07,10,80.2,11.54
2025-08-07,11,95.84,-39.13
2025-08-07,12,111.58,1.12
2025-08-07,13,81.37,12.27
2025-08-07,14,115.66,-15.55
2025-08-07,15,77.66,-27.99
2025-08-07,16,106.53,-17.09
2025-08-07,17,112.32,6.14
2025-08-07,18,110.3,-23.41
2025-08-07,19,112.68,-7.03
2025-08-07,20,72.97,-7.36
2025-08-07,21,123.33,2.03
2025-08-07,22,89.39,9.69
2025-08-07,23,85.52,-20.65
2025-08-07,24,120.97,11.92
2025-08-07,25,86.29,36.16
2025-08-07,26,129.57,11.73
2025-08-07,27,122.31,16.32
2025-08-07,28,79.96,12.64
2025-08-07,29,121.64,19.08
2025-08-07,30,105.86,27.87
2025-08-07,31,96.6,-14.92
2025-08-07,32,96.53,40.93
2025-08-07,33,102.57,14.32
2025-08-07,34,157.23,42.56
2025-08-07,35,111.04,50.75
2025-08-07,36,120.08,32.92
2025-08-07,37,108.71,53.27
2025-08-07,38,98.45,0.69
2025-08-07,39,94.18,-10.37
2025-08-07,40,117.79,2.87
2025-08-07,41,108.91,-17.83
2025-08-07,42,115.86,-12.99
2025-08-07,43,101.39,-18.74
2025-08-07,44,116.34,-28.62
2025-08-07,45,90.38,-16.38
2025-08-07,46,100.74,-12.29
2025-08-07,47,63.06,-19.8
2025-08-07,48,55.82,5.83
2025-08-08,1,76.96,9.71
2025-08-08,2,83.46,-38.05
2025-08-08,3,102.92,10.57
2025-08-08,4,84.92,-26.34
2025-08-08,5,99.8,-40.69
2025-08-08,6,79.19,-41.0
2025-08-08,7,78.38,-12.11
2025-08-08,8,86.57,-29.68
2025-08-08,9,83.95,-23.2
2025-08-08,10,67.73,-22.34
2025-08-08,11,81.75,-33.95
2025-08-08,12,83.91,-9.9
2025-08-08,13,83.02,9.29
2025-08-08,14,91.92,10.07
2025-08-08,15,95.25,-14.59
2025-08-08,16,100.89,8.09
2025-08-08,17,119.65,14.91
2025-08-08,18,81.58,-19.26
2025-08-08,19,114.98,-13.12
2025-08-08,20,109.55,14.15
2025-08-08,21,89.27,12.16
2025-08-08,22,103.84,-12.46
2025-08-08,23,82.78,-23.37
2025-08-08,24,121.88,-20.2
2025-08-08,25,133.6,6.85
2025-08-08,26,87.58,-1.81
2025-08-08,27,108.1,-31.97
2025-08-08,28,125.41,-1.05
2025-08-08,29,101.34,0.72
2025-08-08,30,131.6,11.76
2025-08-08,31,125.89,3.08
2025-08-08,32,87.75,-14.47
2025-08-08,33,116.68,24.61
2025-08-08,34,147.71,11.69
2025-08-08,35,137.16,44.21
2025-08-08,36,137.09,-1.71
2025-08-08,37,110.91,12.36
2025-08-08,38,116.51,22.72
2025-08-08,39,119.94,26.53
2025-08-08,40,118.56,42.36
2025-08-08,41,112.29,5.91
2025-08-08,42,94.03,9.17
2025-08-08,43,115.26,14.24
2025-08-08,44,100.55,-33.72
2025-08-08,45,114.99,-33.67
2025-08-08,46,81.75,-21.77
2025-08-08,47,58.85,-6.32
2025-08-08,48,103.25,7.94
2025-08-09,1,86.68,-21.74
2025-08-09,2,91.69,-20.01
2025-08-09,3,60.24,-46.12
2025-08-09,4,69.24,-47.61
2025-08-09,5,66.98,-34.84
2025-08-09,6,100.69,-33.29
2025-08-09,7,53.57,-21.24
2025-08-09,8,64.9,-18.55
2025-08-09,9,55.58,3.79
2025-08-09,10,86.68,-30.34
2025-08-09,11,74.69,-37.04
2025-08-09,12,71.91,-11.01
2025-08-09,13,66.65,-41.08
2025-08-09,14,99.63,16.08
2025-08-09,15,107.37,1.32
2025-08-09,16,81.43,1.3
2025-08-09,17,98.61,-39.77
2025-08-09,18,119.06,-32.62
2025-08-09,19,94.0,8.61
2025-08-09,20,76.7,14.43
2025-08-09,21,97.28,-0.19
2025-08-09,22,77.84,13.56
2025-08-09,23,90.26,-25.1
2025-08-09,24,101.92,-8.44
2025-08-09,25,69.15,6.1
2025-08-09,26,114.38,-35.93
2025-08-09,27,111.58,-13.86
2025-08-09,28,96.48,-7.86
2025-08-09,29,83.64,0.62
2025-08-09,30,98.58,-0.94
2025-08-09,31,74.79,14.38
2025-08-09,32,128.91,12.26
2025-08-09,33,106.53,10.5
2025-08-09,34,121.98,32.51
2025-08-09,35,146.72,27.51
2025-08-09,36,96.96,1.89
2025-08-09,37,97.42,38.75
2025-08-09,38,110.44,-11.92
2025-08-09,39,135.9,-3.24
2025-08-09,40,101.76,21.24
2025-08-09,41,91.69,-27.98
2025-08-09,42,98.4,-36.16
2025-08-09,43,89.98,-31.99
2025-08-09,44,105.1,-21.17
2025-08-09,45,98.94,5.61
2025-08-09,46,88.61,8.39
2025-08-09,47,88.31,-31.98
2025-08-09,48,56.79,-20.74
2025-08-10,1,61.05,9.59
2025-08-10,2,92.59,-26.79
2025-08-10,3,70.22,-41.55
2025-08-10,4,95.3,-31.46
2025-08-10,5,55.56,-19.28
2025-08-10,6,65.83,-7.93
2025-08-10,7,54.83,-16.87
2025-08-10,8,54.63,0.24
2025-08-10,9,61.88,-55.22
2025-08-10,10,104.27,-17.14
2025-08-10,11,56.22,-38.81
2025-08-10,12,71.68,6.82
2025-08-10,13,109.98,9.45
2025-08-10,14,99.21,-23.12
2025-08-10,15,79.8,6.34
2025-08-10,16,96.12,8.6
2025-08-10,17,76.23,-8.01
2025-08-10,18,93.61,9.36
2025-08-10,19,76.25,-2.63
2025-08-10,20,99.61,0.67
2025-08-10,21,77.18,-17.0
2025-08-10,22,91.47,29.76
2025-08-10,23,103.83,-0.9
2025-08-10,24,82.43,2.36
2025-08-10,25,96.06,13.36
2025-08-10,26,100.16,1.66
2025-08-10,27,105.1,-12.93
2025-08-10,28,104.19,33.74
2025-08-10,29,125.0,-14.42
2025-08-10,30,130.33,-15.21
2025-08-10,31,104.24,26.6
2025-08-10,32,83.26,11.54
2025-08-10,33,125.0,-14.09
2025-08-10,34,122.64,2.39
2025-08-10,35,143.51,15.24
2025-08-10,36,101.49,-0.46
2025-08-10,37,103.23,18.37
2025-08-10,38,124.23,-2.53
2025-08-10,39,125.41,23.25
2025-08-10,40,127.04,-26.97
2025-08-10,41,107.06,25.36
2025-08-10,42,71.14,-30.49
2025-08-10,43,86.4,-7.59
2025-08-10,44,103.59,-32.03
2025-08-10,45,73.44,3.08
2025-08-10,46,110.12,-43.94
2025-08-10,47,70.57,-14.02
2025-08-10,48,101.51,1.06
2025-08-11,1,98.46,18.87
2025-08-11,2,62.82,-38.61
2025-08-11,3,71.09,-47.92
2025-08-11,4,93.96,-28.27
2025-08-11,5,93.27,-33.36
2025-08-11,6,105.67,-43.31
2025-08-11,7,101.2,-23.08
2025-08-11,8,77.39,-14.02
2025-08-11,9,63.96,-36.0
2025-08-11,10,73.11,-23.54
2025-08-11,11,85.87,-1.77
2025-08-11,12,103.04,-16.46
2025-08-11,13,108.43,-14.81
2025-08-11,14,103.72,-9.79
2025-08-11,15,113.94,-32.27
2025-08-11,16,81.36,3.98
2025-08-11,17,85.31,21.38
2025-08-11,18,99.69,1.4
2025-08-11,19,130.59,-8.78
2025-08-11,20,74.91,-14.77
2025-08-11,21,137.9,-14.87
2025-08-11,22,128.18,-5.84
2025-08-11,23,134.64,15.25
2025-08-11,24,96.39,0.45
2025-08-11,25,81.82,32.11
2025-08-11,26,79.4,14.78
2025-08-11,27,101.06,6.75
2025-08-11,28,106.4,27.54
2025-08-11,29,121.79,0.47
2025-08-11,30,100.93,41.25
2025-08-11,31,138.67,11.33
2025-08-11,32,126.68,-7.07
2025-08-11,33,139.0,22.68
2025-08-11,34,123.85,31.11
2025-08-11,35,127.17,41.62
2025-08-11,36,146.32,2.01
2025-08-11,37,142.3,52.47
2025-08-11,38,122.39,18.94
2025-08-11,39,143.72,15.5
2025-08-11,40,80.75,20.32
2025-08-11,41,131.49,17.73
2025-08-11,42,92.38,9.64
2025-08-11,43,68.1,-23.22
2025-08-11,44,125.03,-26.9
2025-08-11,45,105.6,-33.6
2025-08-11,46,98.57,12.21
2025-08-11,47,101.86,5.46
2025-08-11,48,67.93,14.29
2025-08-12,1,73.89,-16.81
2025-08-12,2,88.04,-35.88
2025-08-12,3,70.67,4.3
2025-08-12,4,95.68,3.25
2025-08-12,5,90.03,-27.26
2025-08-12,6,86.1,-7.19
2025-08-12,7,98.76,-30.65
2025-08-12,8,99.02,-21.39
2025-08-12,9,94.03,-19.67
2025-08-12,10,57.81,-34.62
2025-08-12,11,69.55,-21.73
2025-08-12,12,110.34,-7.09
2025-08-12,13,61.67,-39.84
2025-08-12,14,97.37,-40.65
2025-08-12,15,81.3,16.66
2025-08-12,16,81.93,19.5
2025-08-12,17,96.14,-32.98
2025-08-12,18,124.15,34.49
2025-08-12,19,129.0,-23.83
2025-08-12,20,134.7,-15.17
2025-08-12,21,103.86,-14.16
2025-08-12,22,117.74,-10.54
2025-08-12,23,133.1,-0.61
2025-08-12,24,103.66,27.62
2025-08-12,25,113.62,-7.55
2025-08-12,26,128.04,31.22
2025-08-12,27,132.38,-5.66
2025-08-12,28,107.27,27.79
2025-08-12,29,96.34,-1.28
2025-08-12,30,136.17,-10.06
2025-08-12,31,91.71,-13.59
2025-08-12,32,101.51,15.91
2025-08-12,33,133.55,22.94
2025-08-12,34,116.13,-5.75
2025-08-12,35,126.75,43.53
2025-08-12,36,115.5,10.95
2025-08-12,37,133.59,16.68
2025-08-12,38,139.38,18.7
2025-08-12,39,129.86,-6.18
2025-08-12,40,109.57,29.28
2025-08-12,41,110.56,2.33
2025-08-12,42,126.32,34.84
2025-08-12,43,118.37,19.44
2025-08-12,44,126.53,2.27
2025-08-12,45,88.58,8.53
2025-08-12,46,88.84,11.45
2025-08-12,47,78.17,0.17
2025-08-12,48,56.56,-13.82
2025-08-13,1,99.05,-25.74
2025-08-13,2,101.38,-17.13
2025-08-13,3,86.01,5.16
2025-08-13,4,114.58,-22.02
2025-08-13,5,73.73,-37.35
2025-08-13,6,105.1,-36.65
2025-08-13,7,96.35,9.68
2025-08-13,8,87.96,-34.57
2025-08-13,9,80.78,-26.83
2025-08-13,10,69.81,-24.25
2025-08-13,11,108.54,-6.01
2025-08-13,12,94.2,17.4
2025-08-13,13,75.87,-3.6
2025-08-13,14,119.8,2.94
2025-08-13,15,81.49,-6.62
2025-08-13,16,77.64,-21.33
2025-08-13,17,129.72,-4.38
2025-08-13,18,82.3,-17.45
2025-08-13,19,90.6,26.8
2025-08-13,20,128.25,-9.28
2025-08-13,21,88.09,18.15
2025-08-13,22,111.56,-2.15
2025-08-13,23,129.53,23.23
2025-08-13,24,122.32,-13.59
2025-08-13,25,104.53,34.17
2025-08-13,26,129.85,-12.34
2025-08-13,27,81.53,14.85
2025-08-13,28,101.87,26.44
2025-08-13,29,113.01,14.61
2025-08-13,30,110.04,27.12
2025-08-13,31,118.68,-13.61
2025-08-13,32,123.89,37.77
2025-08-13,33,129.36,28.93
2025-08-13,34,147.96,47.06
2025-08-13,35,105.68,18.48
2025-08-13,36,148.1,18.42
2025-08-13,37,137.55,52.41
2025-08-13,38,99.73,49.28
2025-08-13,39,96.86,32.64
2025-08-13,40,121.23,23.07
2025-08-13,41,83.45,3.92
2025-08-13,42,85.23,8.35
2025-08-13,43,82.3,20.8
2025-08-13,44,97.45,-38.2
2025-08-13,45,96.81,7.44
2025-08-13,46,74.49,5.97
2025-08-13,47,87.52,-12.07
2025-08-13,48,104.59,-37.86
2025-08-14,1,100.66,-10.69
2025-08-14,2,100.49,7.59
2025-08-14,3,90.41,4.04
2025-08-14,4,74.7,-10.47
2025-08-14,5,102.07,-6.39
2025-08-14,6,73.23,4.47
2025-08-14,7,68.97,-9.74
2025-08-14,8,82.63,-48.21
2025-08-14,9,101.44,-25.94
2025-08-14,10,106.86,2.09
2025-08-14,11,88.02,-32.04
2025-08-14,12,57.04,-4.73
2025-08-14,13,105.91,-9.7
2025-08-14,14,111.82,-2.11
2025-08-14,15,104.05,22.68
2025-08-14,16,112.07,-11.79
2025-08-14,17,83.15,27.43
2025-08-14,18,109.7,-18.13
2025-08-14,19,103.81,6.34
2025-08-14,20,112.27,-9.24
2025-08-14,21,104.76,-9.83
2025-08-14,22,92.53,-21.45
2025-08-14,23,127.25,16.13
2025-08-14,24,87.98,-6.74
2025-08-14,25,95.91,7.04
2025-08-14,26,114.11,10.99
2025-08-14,27,76.25,-15.23
2025-08-14,28,108.2,19.86
2025-08-14,29,91.9,17.27
2025-08-14,30,142.61,42.38
2025-08-14,31,106.69,38.14
2025-08-14,32,132.49,51.02
2025-08-14,33,124.6,33.12
2025-08-14,34,153.37,36.43
2025-08-14,35,111.61,36.16
2025-08-14,36,152.47,47.64
2025-08-14,37,126.93,35.85
2025-08-14,38,120.19,2.93
2025-08-14,39,108.45,22.04
2025-08-14,40,110.11,21.07
2025-08-14,41,114.69,-0.77
2025-08-14,42,82.73,2.88
2025-08-14,43,82.22,11.19
2025-08-14,44,103.46,-17.2
2025-08-14,45,70.9,-20.27
2025-08-14,46,85.5,23.35
2025-08-14,47,125.53,-12.5
2025-08-14,48,56.79,-26.58
2025-08-15,1,105.1,-39.73
2025-08-15,2,63.48,-29.7
2025-08-15,3,93.04,-18.5
2025-08-15,4,76.47,-17.55
2025-08-15,5,85.67,-25.51
2025-08-15,6,80.06,-35.74
2025-08-15,7,105.87,-23.35
2025-08-15,8,112.57,-16.43
2025-08-15,9,55.99,-42.78
2025-08-15,10,72.85,-5.76
2025-08-15,11,90.13,16.21
2025-08-15,12,77.36,-42.65
2025-08-15,13,76.89,0.63
2025-08-15,14,91.67,10.47
2025-08-15,15,122.81,9.74
2025-08-15,16,96.89,-14.13
2025-08-15,17,107.21,-6.19
2025-08-15,18,78.94,-12.2
2025-08-15,19,81.56,13.8
2025-08-15,20,129.34,-2.33
2025-08-15,21,115.53,31.2
2025-08-15,22,97.31,2.84
2025-08-15,23,116.6,25.51
2025-08-15,24,90.64,-22.25
2025-08-15,25,114.53,18.09
2025-08-15,26,137.35,-8.83
2025-08-15,27,84.34,22.66
2025-08-15,28,132.71,35.97
2025-08-15,29,115.41,39.36
2025-08-15,30,129.45,27.85
2025-08-15,31,133.89,-1.5
2025-08-15,32,130.67,10.1
2025-08-15,33,135.59,5.89
2025-08-15,34,104.9,15.31
2025-08-15,35,138.42,29.43
2025-08-15,36,117.81,13.82
2025-08-15,37,96.97,41.84
2025-08-15,38,147.43,20.77
2025-08-15,39,112.01,16.36
2025-08-15,40,90.36,-0.66
2025-08-15,41,102.89,-10.83
2025-08-15,42,90.23,17.3
2025-08-15,43,86.87,-6.81
2025-08-15,44,113.39,-17.29
2025-08-15,45,117.9,-18.18
2025-08-15,46,110.9,-12.52
2025-08-15,47,118.59,21.52
2025-08-15,48,89.58,-16.11
2025-08-16,1,56.54,-47.04
2025-08-16,2,102.75,-38.04
2025-08-16,3,94.05,-8.17
2025-08-16,4,85.74,-39.59
2025-08-16,5,45.39,-7.46
2025-08-16,6,50.53,1.21
2025-08-16,7,103.06,-8.4
2025-08-16,8,49.78,-17.71
2025-08-16,9,64.07,-0.1
2025-08-16,10,65.02,-2.02
2025-08-16,11,59.92,-3.48
2025-08-16,12,98.23,4.14
2025-08-16,13,80.56,5.83
2025-08-16,14,92.9,-39.37
2025-08-16,15,77.56,-1.34
2025-08-16,16,114.74,9.22
2025-08-16,17,87.79,2.35
2025-08-16,18,111.02,-34.25
2025-08-16,19,74.08,-10.37
2025-08-16,20,80.16,12.33
2025-08-16,21,105.88,7.67
