date,efa_block,product,avail_gbp_mw_h,util_gbp_mwh
2025-07-02,2,NQR,0.776,28.0
2025-07-02,2,SR,1.495,152.1
2025-07-02,3,PQR,0.852,98.2
2025-07-02,3,NQR,1.881,50.1
2025-07-02,3,SR,1.726,137.1
2025-07-02,4,PQR,2.287,106.3
2025-07-02,4,NQR,0.583,36.2
2025-07-02,4,SR,3.152,110.7
2025-07-02,5,PQR,2.868,134.5
2025-07-02,5,NQR,1.161,42.4
2025-07-02,5,SR,1.857,148.1
2025-07-02,6,PQR,1.407,86.3
2025-07-02,6,NQR,1.161,46.1
2025-07-02,6,SR,9.148,77.3
2025-07-03,1,PQR,1.534,155.4
2025-07-03,1,NQR,1.623,41.6
2025-07-03,1,SR,0.476,80.9
2025-07-03,2,PQR,0.669,136.6
2025-07-03,2,NQR,0.542,52.2
2025-07-03,2,SR,1.246,87.2
2025-07-03,3,PQR,3.741,107.1
2025-07-03,3,NQR,0.58,35.0
2025-07-03,3,SR,3.889,138.2
2025-07-03,4,PQR,2.924,142.8
2025-07-03,4,NQR,0.64,35.3
2025-07-03,4,SR,3.195,96.7
2025-07-03,5,PQR,1.791,131.2
2025-07-03,5,NQR,0.91,35.6
2025-07-03,5,SR,7.169,106.3
2025-07-03,6,PQR,6.415,152.0
2025-07-03,6,NQR,0.709,33.0
2025-07-03,6,SR,1.751,118.2
2025-07-04,1,PQR,0.925,135.6
2025-07-04,1,NQR,0.827,33.2
2025-07-04,1,SR,2.739,96.7
2025-07-04,2,PQR,1.904,150.6
2025-07-04,2,NQR,0.28,30.5
2025-07-04,2,SR,2.102,135.3
2025-07-04,3,PQR,0.724,121.3
2025-07-04,3,NQR,0.772,33.0
2025-07-04,3,SR,1.09,105.5
2025-07-04,4,PQR,3.626,144.0
2025-07-04,4,NQR,0.718,32.3
2025-07-04,4,SR,0.742,151.1
2025-07-04,5,PQR,5.507,159.9
2025-07-04,5,NQR,0.647,54.3
2025-07-04,5,SR,12.985,79.1
2025-07-04,6,PQR,0.878,102.9
2025-07-04,6,NQR,1.394,43.0
2025-07-04,6,SR,3.291,136.5
2025-07-05,1,PQR,1.542,122.9
2025-07-05,1,NQR,1.039,43.8
2025-07-05,1,SR,1.881,139.9
2025-07-05,2,PQR,2.548,102.7
2025-07-05,2,NQR,1.342,42.2
2025-07-05,2,SR,0.548,136.7
2025-07-05,3,PQR,2.078,98.9
2025-07-05,3,NQR,2.103,54.7
2025-07-05,3,SR,3.867,85.2
2025-07-05,4,PQR,1.464,136.8
2025-07-05,4,NQR,0.8,55.1
2025-07-05,4,SR,2.047,140.5
2025-07-05,5,PQR,2.19,148.9
2025-07-05,5,NQR,0.731,48.8
2025-07-05,5,SR,3.497,109.2
2025-07-05,6,PQR,1.671,142.5
2025-07-05,6,NQR,1.127,53.2
2025-07-05,6,SR,1.72,121.6
2025-07-06,1,PQR,2.072,166.5
2025-07-06,1,NQR,1.06,42.3
2025-07-06,1,SR,1.819,104.0
2025-07-06,2,PQR,1.661,95.8
2025-07-06,2,NQR,2.168,33.2
2025-07-06,2,SR,0.515,99.7
2025-07-06,3,PQR,1.08,90.9
2025-07-06,3,NQR,1.129,32.8
2025-07-06,3,SR,2.791,77.8
2025-07-06,4,PQR,2.491,89.7
2025-07-06,4,NQR,1.49,42.6
2025-07-06,4,SR,2.507,135.3
2025-07-06,5,PQR,1.029,145.4
2025-07-06,5,NQR,1.924,56.0
2025-07-06,5,SR,2.16,83.7
2025-07-06,6,PQR,3.128,115.3
2025-07-06,6,NQR,1.781,44.7
2025-07-06,6,SR,5.472,80.9
2025-07-07,1,PQR,2.333,135.9
2025-07-07,1,NQR,2.778,43.8
2025-07-07,1,SR,2.093,149.7
2025-07-07,2,PQR,0.916,164.3
2025-07-07,2,NQR,0.716,38.1
2025-07-07,2,SR,3.552,78.9
2025-07-07,3,PQR,1.602,152.0
2025-07-07,3,NQR,2.11,41.2
2025-07-07,3,SR,2.041,95.0
2025-07-07,4,PQR,4.499,98.0
2025-07-07,4,NQR,0.641,43.7
2025-07-07,4,SR,4.888,118.0
2025-07-07,5,PQR,6.952,144.8
2025-07-07,5,NQR,1.838,29.8
2025-07-07,5,SR,3.702,89.7
2025-07-07,6,PQR,3.921,125.2
2025-07-07,6,NQR,0.927,43.0
2025-07-07,6,SR,16.546,98.2
2025-07-08,1,PQR,1.628,99.6
2025-07-08,1,NQR,0.394,50.1
2025-07-08,1,SR,4.204,121.2
2025-07-08,2,PQR,1.076,129.7
2025-07-08,2,NQR,1.519,43.7
2025-07-08,2,SR,1.66,131.4
2025-07-08,3,PQR,0.881,96.5
2025-07-08,3,NQR,0.451,53.0
2025-07-08,3,SR,4.043,109.6
2025-07-08,4,PQR,1.102,98.4
2025-07-08,4,NQR,1.726,53.2
2025-07-08,4,SR,1.921,92.9
2025-07-08,5,PQR,1.576,102.1
2025-07-08,5,NQR,2.406,49.2
2025-07-08,5,SR,2.998,114.5
2025-07-08,6,PQR,1.057,90.4
2025-07-08,6,NQR,1.2,42.6
2025-07-08,6,SR,5.659,125.2
2025-07-09,1,PQR,0.74,148.3
2025-07-09,1,NQR,1.859,45.8
2025-07-09,1,SR,2.664,130.4
2025-07-09,2,PQR,1.163,152.5
2025-07-09,2,NQR,0.423,40.3
2025-07-09,2,SR,1.34,144.0
2025-07-09,3,PQR,4.79,122.9
2025-07-09,3,NQR,1.074,50.4
2025-07-09,3,SR,2.235,97.7
2025-07-09,4,PQR,1.697,95.6
2025-07-09,4,NQR,1.451,47.9
2025-07-09,4,SR,2.472,131.0
2025-07-09,5,PQR,1.485,137.1
2025-07-09,5,NQR,2.955,52.9
2025-07-09,5,SR,1.632,112.5
2025-07-09,6,PQR,4.065,132.3
2025-07-09,6,NQR,0.848,47.0
2025-07-09,6,SR,3.068,136.0
2025-07-10,1,PQR,2.941,143.1
2025-07-10,1,NQR,0.678,41.9
2025-07-10,1,SR,1.744,150.6
2025-07-10,2,PQR,1.065,111.7
2025-07-10,2,NQR,1.037,52.4
2025-07-10,2,SR,2.232,77.7
2025-07-10,3,PQR,1.533,120.8
2025-07-10,3,NQR,0.844,43.8
2025-07-10,3,SR,1.569,82.9
2025-07-10,4,PQR,1.226,120.0
2025-07-10,4,NQR,0.978,38.1
2025-07-10,4,SR,0.858,141.0
2025-07-10,5,PQR,8.203,108.1
2025-07-10,5,NQR,1.424,28.8
2025-07-10,5,SR,2.622,110.7
2025-07-10,6,PQR,2.514,127.7
2025-07-10,6,NQR,0.998,48.5
2025-07-10,6,SR,5.767,109.4
2025-07-11,1,PQR,0.622,132.5
2025-07-11,1,NQR,0.521,52.3
2025-07-11,1,SR,2.45,151.5
2025-07-11,2,PQR,1.012,122.6
2025-07-11,2,NQR,0.705,44.5
2025-07-11,2,SR,2.545,98.3
2025-07-11,3,PQR,1.385,112.1
2025-07-11,3,NQR,1.289,48.0
2025-07-11,3,SR,2.496,77.8
2025-07-11,4,PQR,1.154,150.9
2025-07-11,4,NQR,0.32,37.0
2025-07-11,4,SR,2.227,153.9
2025-07-11,5,PQR,5.608,109.4
2025-07-11,5,NQR,3.312,46.7
2025-07-11,5,SR,2.608,101.4
2025-07-11,6,PQR,3.699,91.7
2025-07-11,6,NQR,2.219,52.2
2025-07-11,6,SR,4.25,147.8
2025-07-12,1,PQR,1.64,156.8
2025-07-12,1,NQR,0.674,38.3
2025-07-12,1,SR,2.09,109.5
2025-07-12,2,PQR,1.98,114.9
2025-07-12,2,NQR,0.6,28.3
2025-07-12,2,SR,3.201,120.1
2025-07-12,3,PQR,2.213,122.4
2025-07-12,3,NQR,1.174,50.4
2025-07-12,3,SR,1.552,89.3
2025-07-12,4,PQR,1.741,101.6
2025-07-12,4,NQR,2.328,49.4
2025-07-12,4,SR,1.778,115.4
2025-07-12,5,PQR,3.058,122.4
2025-07-12,5,NQR,1.382,54.6
2025-07-12,5,SR,3.475,95.9
2025-07-12,6,PQR,1.3,145.3
2025-07-12,6,NQR,0.805,30.2
2025-07-12,6,SR,4.899,98.7
2025-07-13,1,PQR,0.906,140.1
2025-07-13,1,NQR,0.602,42.2
2025-07-13,1,SR,1.61,125.9
2025-07-13,2,PQR,0.537,141.8
2025-07-13,2,NQR,0.963,28.4
2025-07-13,2,SR,1.85,91.6
2025-07-13,3,PQR,1.135,90.6
2025-07-13,3,NQR,0.929,32.0
2025-07-13,3,SR,2.446,126.7
2025-07-13,4,PQR,3.372,142.8
2025-07-13,4,NQR,1.539,32.1
2025-07-13,4,SR,3.234,103.5
2025-07-13,5,PQR,6.103,104.5
2025-07-13,5,NQR,1.225,48.3
2025-07-13,5,SR,6.316,104.0
2025-07-13,6,PQR,2.598,109.6
2025-07-13,6,NQR,0.651,48.0
2025-07-13,6,SR,1.196,90.9
2025-07-14,1,PQR,0.828,105.0
2025-07-14,1,NQR,0.522,36.0
2025-07-14,1,SR,2.533,136.4
2025-07-14,2,PQR,0.89,101.1
2025-07-14,2,NQR,0.605,33.2
2025-07-14,2,SR,2.458,133.9
2025-07-14,3,PQR,1.081,95.2
2025-07-14,3,NQR,1.943,37.8
2025-07-14,3,SR,3.478,88.5
2025-07-14,4,PQR,3.496,109.6
2025-07-14,4,NQR,1.198,37.8
2025-07-14,4,SR,8.348,137.4
2025-07-14,5,PQR,4.735,156.0
2025-07-14,5,NQR,1.682,51.9
2025-07-14,5,SR,4.479,147.7
2025-07-14,6,PQR,2.835,111.6
2025-07-14,6,NQR,0.902,48.1
2025-07-14,6,SR,1.719,95.7
2025-07-15,1,PQR,2.778,167.1
2025-07-15,1,NQR,0.394,54.1
2025-07-15,1,SR,2.221,121.9
2025-07-15,2,PQR,4.909,126.7
2025-07-15,2,NQR,0.593,35.0
2025-07-15,2,SR,1.217,119.9
2025-07-15,3,PQR,1.864,119.2
2025-07-15,3,NQR,0.978,36.5
2025-07-15,3,SR,2.91,94.4
2025-07-15,4,PQR,5.08,142.0
2025-07-15,4,NQR,0.643,35.6
2025-07-15,4,SR,5.096,139.7
2025-07-15,5,PQR,4.437,155.3
2025-07-15,5,NQR,0.966,36.9
2025-07-15,5,SR,4.331,104.6
2025-07-15,6,PQR,2.053,103.2
2025-07-15,6,NQR,0.932,28.5
2025-07-15,6,SR,3.414,79.3
2025-07-16,1,PQR,1.208,118.3
2025-07-16,1,NQR,1.049,30.7
2025-07-16,1,SR,1.623,89.5
2025-07-16,2,PQR,0.663,150.8
2025-07-16,2,NQR,0.533,35.8
2025-07-16,2,SR,0.82,150.7
2025-07-16,3,PQR,2.807,124.8
2025-07-16,3,NQR,0.978,51.5
2025-07-16,3,SR,4.31,85.0
2025-07-16,4,PQR,1.283,108.8
2025-07-16,4,NQR,0.915,47.6
2025-07-16,4,SR,4.503,142.1
2025-07-16,5,PQR,1.787,154.7
2025-07-16,5,NQR,1.415,45.0
2025-07-16,5,SR,4.148,148.3
2025-07-16,6,PQR,3.047,128.4
2025-07-16,6,NQR,0.525,51.3
2025-07-16,6,SR,4.396,146.0
2025-07-17,1,PQR,1.696,148.7
2025-07-17,1,NQR,1.299,39.9
2025-07-17,1,SR,1.933,145.3
2025-07-17,2,PQR,0.534,152.0
2025-07-17,2,NQR,0.81,53.5
2025-07-17,2,SR,1.696,146.6
2025-07-17,3,PQR,3.319,140.1
2025-07-17,3,NQR,1.145,31.1
2025-07-17,3,SR,4.324,140.5
2025-07-17,4,PQR,1.329,85.1
2025-07-17,4,NQR,2.506,46.9
2025-07-17,4,SR,2.941,142.3
2025-07-17,5,PQR,7.132,107.0
2025-07-17,5,NQR,1.993,54.6
2025-07-17,5,SR,6.789,103.6
2025-07-17,6,PQR,4.647,166.2
2025-07-17,6,NQR,1.851,40.3
2025-07-17,6,SR,2.966,86.2
2025-07-18,1,PQR,1.244,134.4
2025-07-18,1,NQR,1.086,30.4
2025-07-18,1,SR,2.517,124.0
2025-07-18,2,PQR,1.107,102.1
2025-07-18,2,NQR,0.995,50.4
2025-07-18,2,SR,1.765,102.1
2025-07-18,3,PQR,1.391,159.6
2025-07-18,3,NQR,1.272,41.8
2025-07-18,3,SR,1.613,91.6
2025-07-18,4,PQR,1.658,132.3
2025-07-18,4,NQR,0.753,50.5
2025-07-18,4,SR,2.012,119.0
2025-07-18,5,PQR,2.328,120.8
2025-07-18,5,NQR,0.628,52.4
2025-07-18,5,SR,3.551,78.4
2025-07-18,6,PQR,1.928,119.0
2025-07-18,6,NQR,2.326,52.6
2025-07-18,6,SR,4.594,146.2
2025-07-19,1,PQR,0.926,108.2
2025-07-19,1,NQR,0.539,46.1
2025-07-19,1,SR,2.514,100.7
2025-07-19,2,PQR,1.647,114.4
2025-07-19,2,NQR,0.828,39.0
2025-07-19,2,SR,1.203,151.8
2025-07-19,3,PQR,1.907,119.0
2025-07-19,3,NQR,1.253,53.3
2025-07-19,3,SR,3.006,125.0
2025-07-19,4,PQR,1.226,158.9
2025-07-19,4,NQR,0.974,53.6
2025-07-19,4,SR,4.304,137.4
2025-07-19,5,PQR,1.728,123.3
2025-07-19,5,NQR,0.942,45.0
2025-07-19,5,SR,5.666,121.6
2025-07-19,6,PQR,1.954,147.6
2025-07-19,6,NQR,0.352,42.5
2025-07-19,6,SR,7.389,128.0
2025-07-20,1,PQR,1.429,150.1
2025-07-20,1,NQR,1.196,55.8
2025-07-20,1,SR,2.131,120.1
2025-07-20,2,PQR,1.038,124.0
2025-07-20,2,NQR,0.502,31.9
2025-07-20,2,SR,1.888,130.4
2025-07-20,3,PQR,0.926,128.4
2025-07-20,3,NQR,1.309,44.7
2025-07-20,3,SR,7.501,120.8
2025-07-20,4,PQR,0.928,135.6
2025-07-20,4,NQR,0.957,32.2
2025-07-20,4,SR,2.724,86.2
2025-07-20,5,PQR,2.553,93.8
2025-07-20,5,NQR,3.911,37.0
2025-07-20,5,SR,1.953,118.1
2025-07-20,6,PQR,3.956,92.9
2025-07-20,6,NQR,0.338,32.2
2025-07-20,6,SR,1.703,151.9
2025-07-21,1,PQR,1.919,98.4
2025-07-21,1,NQR,1.08,48.3
2025-07-21,1,SR,2.724,102.3
2025-07-21,2,PQR,0.823,150.2
2025-07-21,2,NQR,0.947,50.2
2025-07-21,2,SR,1.608,142.0
2025-07-21,3,PQR,1.301,113.4
2025-07-21,3,NQR,0.866,39.6
2025-07-21,3,SR,13.318,131.8
2025-07-21,4,PQR,1.955,160.5
2025-07-21,4,NQR,0.874,50.4
2025-07-21,4,SR,1.385,141.0
2025-07-21,5,PQR,3.992,117.1
2025-07-21,5,NQR,1.46,55.2
2025-07-21,5,SR,3.309,96.3
2025-07-21,6,PQR,1.955,159.4
2025-07-21,6,NQR,0.883,44.9
2025-07-21,6,SR,1.87,143.7
2025-07-22,1,PQR,0.616,131.8
2025-07-22,1,NQR,0.79,28.4
2025-07-22,1,SR,2.108,151.2
2025-07-22,2,PQR,2.782,92.6
2025-07-22,2,NQR,0.477,47.4
2025-07-22,2,SR,2.337,137.1
2025-07-22,3,PQR,1.235,96.8
2025-07-22,3,NQR,0.983,49.1
2025-07-22,3,SR,3.028,87.3
2025-07-22,4,PQR,5.418,137.8
2025-07-22,4,NQR,0.569,44.5
2025-07-22,4,SR,1.751,147.1
2025-07-22,5,PQR,3.064,112.1
2025-07-22,5,NQR,1.673,53.7
2025-07-22,5,SR,4.102,94.9
2025-07-22,6,PQR,6.117,115.4
2025-07-22,6,NQR,0.435,49.7
2025-07-22,6,SR,3.405,93.8
2025-07-23,1,PQR,1.483,163.0
2025-07-23,1,NQR,0.914,34.3
2025-07-23,1,SR,6.995,82.2
2025-07-23,2,PQR,2.081,110.4
2025-07-23,2,NQR,1.07,34.8
2025-07-23,2,SR,0.774,142.6
2025-07-23,3,PQR,0.857,120.8
2025-07-23,3,NQR,0.832,36.2
2025-07-23,3,SR,2.942,105.1
2025-07-23,4,PQR,0.709,167.2
2025-07-23,4,NQR,1.156,28.4
2025-07-23,4,SR,3.423,119.0
2025-07-23,5,PQR,3.211,142.5
2025-07-23,5,NQR,1.549,34.0
2025-07-23,5,SR,3.334,89.4
2025-07-23,6,PQR,2.956,93.5
2025-07-23,6,NQR,1.602,38.6
2025-07-23,6,SR,1.517,134.2
2025-07-24,1,PQR,0.806,148.8
2025-07-24,1,NQR,0.58,46.7
2025-07-24,1,SR,1.507,119.8
2025-07-24,2,PQR,2.713,118.6
2025-07-24,2,NQR,0.94,43.3
2025-07-24,2,SR,4.843,104.3
2025-07-24,3,PQR,1.627,136.1
2025-07-24,3,NQR,0.594,39.5
2025-07-24,3,SR,2.211,147.3
2025-07-24,4,PQR,3.481,121.3
2025-07-24,4,NQR,0.83,32.6
2025-07-24,4,SR,2.319,86.9
2025-07-24,5,PQR,1.739,116.0
2025-07-24,5,NQR,1.728,44.5
2025-07-24,5,SR,4.065,78.7
2025-07-24,6,PQR,1.053,109.9
2025-07-24,6,NQR,0.673,33.1
2025-07-24,6,SR,1.623,94.0
2025-07-25,1,PQR,2.378,167.0
2025-07-25,1,NQR,1.002,48.4
2025-07-25,1,SR,1.029,153.9
2025-07-25,2,PQR,0.404,151.2
2025-07-25,2,NQR,1.285,43.9
2025-07-25,2,SR,1.491,100.5
2025-07-25,3,PQR,1.916,126.6
2025-07-25,3,NQR,2.145,41.7
2025-07-25,3,SR,1.646,81.0
2025-07-25,4,PQR,7.518,119.3
2025-07-25,4,NQR,0.962,39.2
2025-07-25,4,SR,3.12,80.3
2025-07-25,5,PQR,4.603,101.3
2025-07-25,5,NQR,1.073,51.4
2025-07-25,5,SR,4.594,120.0
2025-07-25,6,PQR,1.869,138.4
2025-07-25,6,NQR,1.361,35.4
2025-07-25,6,SR,5.319,131.7
2025-07-26,1,PQR,0.912,95.3
2025-07-26,1,NQR,0.672,50.9
2025-07-26,1,SR,2.805,146.4
2025-07-26,2,PQR,1.5,111.4
2025-07-26,2,NQR,1.074,50.2
2025-07-26,2,SR,1.736,150.2
2025-07-26,3,PQR,1.886,114.2
2025-07-26,3,NQR,2.069,31.6
2025-07-26,3,SR,2.115,99.0
2025-07-26,4,PQR,3.621,94.0
2025-07-26,4,NQR,1.25,30.2
2025-07-26,4,SR,1.2,127.1
2025-07-26,5,PQR,3.369,122.3
2025-07-26,5,NQR,1.318,54.8
2025-07-26,5,SR,1.809,106.3
2025-07-26,6,PQR,2.929,159.1
2025-07-26,6,NQR,0.783,42.7
2025-07-26,6,SR,7.174,152.6
2025-07-27,1,PQR,1.576,165.8
2025-07-27,1,NQR,0.569,40.4
2025-07-27,1,SR,2.204,100.6
2025-07-27,2,PQR,2.446,90.8
2025-07-27,2,NQR,0.699,32.5
2025-07-27,2,SR,1.175,145.6
2025-07-27,3,PQR,1.414,118.0
2025-07-27,3,NQR,1.363,49.2
2025-07-27,3,SR,2.96,92.9
2025-07-27,4,PQR,2.927,160.7
2025-07-27,4,NQR,2.947,31.3
2025-07-27,4,SR,2.509,100.6
2025-07-27,5,PQR,1.281,160.2
2025-07-27,5,NQR,1.338,47.6
2025-07-27,5,SR,6.856,78.6
2025-07-27,6,PQR,1.819,131.3
2025-07-27,6,NQR,0.66,54.8
2025-07-27,6,SR,4.44,92.4
2025-07-28,1,PQR,1.389,127.8
2025-07-28,1,NQR,1.027,36.7
2025-07-28,1,SR,1.817,84.0
2025-07-28,2,PQR,0.99,109.8
2025-07-28,2,NQR,0.687,34.0
2025-07-28,2,SR,0.699,78.9
2025-07-28,3,PQR,1.745,121.0
2025-07-28,3,NQR,1.427,53.5
2025-07-28,3,SR,1.805,91.3
2025-07-28,4,PQR,1.769,165.2
2025-07-28,4,NQR,0.719,47.8
2025-07-28,4,SR,1.444,97.4
2025-07-28,5,PQR,2.698,113.0
2025-07-28,5,NQR,1.07,47.9
2025-07-28,5,SR,4.203,110.6
2025-07-28,6,PQR,2.589,107.5
2025-07-28,6,NQR,2.165,44.7
2025-07-28,6,SR,1.656,107.2
2025-07-29,1,PQR,1.316,84.3
2025-07-29,1,NQR,0.636,32.8
2025-07-29,1,SR,2.322,93.3
2025-07-29,2,PQR,2.244,98.6
2025-07-29,2,NQR,0.595,38.0
2025-07-29,2,SR,1.532,111.0
2025-07-29,3,PQR,5.347,117.6
2025-07-29,3,NQR,0.93,28.3
2025-07-29,3,SR,3.004,94.1
2025-07-29,4,PQR,2.219,122.8
2025-07-29,4,NQR,4.1,32.2
2025-07-29,4,SR,2.045,102.6
2025-07-29,5,PQR,3.444,131.7
2025-07-29,5,NQR,2.356,53.7
2025-07-29,5,SR,2.024,88.9
2025-07-29,6,PQR,3.366,114.2
2025-07-29,6,NQR,2.473,51.1
2025-07-29,6,SR,4.787,85.1
2025-07-30,1,PQR,2.398,121.0
2025-07-30,1,NQR,0.778,39.7
2025-07-30,1,SR,0.981,117.2
2025-07-30,2,PQR,2.788,118.3
2025-07-30,2,NQR,0.978,51.8
2025-07-30,2,SR,2.725,130.7
2025-07-30,3,PQR,2.471,87.7
2025-07-30,3,NQR,0.95,33.8
2025-07-30,3,SR,4.092,104.2
2025-07-30,4,PQR,1.316,148.5
2025-07-30,4,NQR,0.71,40.1
2025-07-30,4,SR,3.046,83.9
2025-07-30,5,PQR,3.543,102.3
2025-07-30,5,NQR,0.928,44.5
2025-07-30,5,SR,2.368,137.0
2025-07-30,6,PQR,1.319,147.4
2025-07-30,6,NQR,1.606,49.1
2025-07-30,6,SR,13.785,85.3
2025-07-31,1,PQR,4.809,124.7
2025-07-31,1,NQR,0.693,31.6
2025-07-31,1,SR,0.878,93.0
2025-07-31,2,PQR,0.915,139.3
2025-07-31,2,NQR,0.697,28.7
2025-07-31,2,SR,1.872,137.2
2025-07-31,3,PQR,2.785,110.3
2025-07-31,3,NQR,0.648,40.2
2025-07-31,3,SR,3.773,129.0
2025-07-31,4,PQR,2.877,114.5
2025-07-31,4,NQR,1.297,31.2
2025-07-31,4,SR,1.941,148.5
2025-07-31,5,PQR,3.181,115.9
2025-07-31,5,NQR,1.538,31.1
2025-07-31,5,SR,8.503,85.3
2025-07-31,6,PQR,1.789,145.7
2025-07-31,6,NQR,2.32,33.3
2025-07-31,6,SR,1.92,102.4
2025-08-01,1,PQR,2.732,123.5
2025-08-01,1,NQR,1.878,36.8
2025-08-01,1,SR,1.778,93.5
2025-08-01,2,PQR,0.826,118.6
2025-08-01,2,NQR,0.667,48.8
2025-08-01,2,SR,4.943,121.0
2025-08-01,3,PQR,2.284,89.0
2025-08-01,3,NQR,1.026,46.6
2025-08-01,3,SR,2.236,83.5
2025-08-01,4,PQR,3.455,111.7
2025-08-01,4,NQR,3.206,30.9
2025-08-01,4,SR,3.622,115.6
2025-08-01,5,PQR,2.197,122.7
2025-08-01,5,NQR,2.604,45.2
2025-08-01,5,SR,5.252,90.3
2025-08-01,6,PQR,2.051,123.6
2025-08-01,6,NQR,1.79,36.0
2025-08-01,6,SR,2.734,94.8
2025-08-02,1,PQR,1.807,102.6
2025-08-02,1,NQR,0.333,45.0
2025-08-02,1,SR,1.291,105.9
2025-08-02,2,PQR,1.429,150.3
2025-08-02,2,NQR,1.337,55.5
2025-08-02,2,SR,3.065,82.3
2025-08-02,3,PQR,3.714,98.4
2025-08-02,3,NQR,0.571,46.7
2025-08-02,3,SR,4.08,92.3
2025-08-02,4,PQR,1.385,158.0
2025-08-02,4,NQR,0.844,37.2
2025-08-02,4,SR,2.79,122.9
2025-08-02,5,PQR,3.349,163.8
2025-08-02,5,NQR,2.223,44.0
2025-08-02,5,SR,1.413,145.0
2025-08-02,6,PQR,2.339,113.3
2025-08-02,6,NQR,1.668,50.3
2025-08-02,6,SR,2.991,147.9
2025-08-03,1,PQR,0.469,96.0
2025-08-03,1,NQR,0.244,29.2
2025-08-03,1,SR,1.007,91.4
2025-08-03,2,PQR,0.632,145.0
2025-08-03,2,NQR,0.48,39.3
2025-08-03,2,SR,1.239,83.3
2025-08-03,3,PQR,1.305,122.4
2025-08-03,3,NQR,0.468,43.3
2025-08-03,3,SR,2.936,147.2
2025-08-03,4,PQR,1.507,155.0
2025-08-03,4,NQR,0.44,47.1
2025-08-03,4,SR,3.045,127.4
2025-08-03,5,PQR,3.46,119.2
2025-08-03,5,NQR,2.241,46.0
2025-08-03,5,SR,4.678,115.2
2025-08-03,6,PQR,2.061,84.2
2025-08-03,6,NQR,0.661,49.5
2025-08-03,6,SR,4.302,90.3
2025-08-04,1,PQR,1.754,119.0
2025-08-04,1,NQR,0.268,52.5
2025-08-04,1,SR,4.71,114.5
2025-08-04,2,PQR,0.498,90.5
2025-08-04,2,NQR,0.797,44.4
2025-08-04,2,SR,2.445,88.9
2025-08-04,3,PQR,3.592,102.9
2025-08-04,3,NQR,0.924,35.6
2025-08-04,3,SR,1.276,106.9
2025-08-04,4,PQR,1.739,93.0
2025-08-04,4,NQR,1.773,38.2
2025-08-04,4,SR,2.029,107.0
2025-08-04,5,PQR,1.222,108.1
2025-08-04,5,NQR,1.969,46.5
2025-08-04,5,SR,4.986,99.1
2025-08-04,6,PQR,1.709,135.6
2025-08-04,6,NQR,1.113,36.4
2025-08-04,6,SR,1.684,115.6
2025-08-05,1,PQR,3.768,107.2
2025-08-05,1,NQR,0.705,52.5
2025-08-05,1,SR,3.359,99.6
2025-08-05,2,PQR,2.549,157.2
2025-08-05,2,NQR,0.862,48.6
2025-08-05,2,SR,3.008,125.1
2025-08-05,3,PQR,1.511,115.9
2025-08-05,3,NQR,0.434,45.8
2025-08-05,3,SR,9.438,104.8
2025-08-05,4,PQR,3.414,127.9
2025-08-05,4,NQR,1.129,50.7
2025-08-05,4,SR,2.954,108.9
2025-08-05,5,PQR,0.91,154.2
2025-08-05,5,NQR,2.266,47.2
2025-08-05,5,SR,5.723,152.7
2025-08-05,6,PQR,4.91,118.7
2025-08-05,6,NQR,2.133,55.3
2025-08-05,6,SR,2.033,89.4
2025-08-06,1,PQR,1.524,103.8
2025-08-06,1,NQR,2.033,36.9
2025-08-06,1,SR,3.974,77.5
2025-08-06,2,PQR,1.371,131.4
2025-08-06,2,NQR,0.73,45.4
2025-08-06,2,SR,3.115,135.6
2025-08-06,3,PQR,1.143,125.1
2025-08-06,3,NQR,1.287,45.4
2025-08-06,3,SR,2.63,87.9
2025-08-06,4,PQR,2.024,154.1
2025-08-06,4,NQR,0.555,33.9
2025-08-06,4,SR,1.515,85.0
2025-08-06,5,PQR,2.992,129.9
2025-08-06,5,NQR,4.759,29.5
2025-08-06,5,SR,4.948,91.3
2025-08-06,6,PQR,0.993,104.9
2025-08-06,6,NQR,1.236,33.3
2025-08-06,6,SR,1.74,135.5
2025-08-07,1,PQR,3.059,102.1
2025-08-07,1,NQR,0.795,34.0
2025-08-07,1,SR,1.902,128.0
2025-08-07,2,PQR,0.39,141.8
2025-08-07,2,NQR,1.559,48.0
2025-08-07,2,SR,1.613,139.1
2025-08-07,3,PQR,2.623,165.7
2025-08-07,3,NQR,0.969,43.0
2025-08-07,3,SR,2.099,118.4
2025-08-07,4,PQR,2.319,91.8
2025-08-07,4,NQR,1.192,47.8
2025-08-07,4,SR,2.69,107.4
2025-08-07,5,PQR,2.078,165.8
2025-08-07,5,NQR,1.434,55.6
2025-08-07,5,SR,4.009,108.4
2025-08-07,6,PQR,2.501,143.3
2025-08-07,6,NQR,0.427,30.2
2025-08-07,6,SR,2.768,113.6
2025-08-08,1,PQR,2.991,100.4
2025-08-08,1,NQR,0.762,45.9
2025-08-08,1,SR,2.175,131.6
2025-08-08,2,PQR,1.332,88.4
2025-08-08,2,NQR,0.571,42.2
2025-08-08,2,SR,1.433,113.9
2025-08-08,3,PQR,1.152,91.9
2025-08-08,3,NQR,0.865,46.1
2025-08-08,3,SR,1.56,82.9
2025-08-08,4,PQR,0.982,153.3
2025-08-08,4,NQR,0.227,45.7
2025-08-08,4,SR,4.32,120.6
2025-08-08,5,PQR,5.291,121.0
