date,period,price_gbp_mwh
2025-06-29,12,37.24
2025-06-29,13,44.72
2025-06-29,14,43.42
2025-06-29,15,44.06
2025-06-29,16,48.4
2025-06-29,17,49.38
2025-06-29,18,55.84
2025-06-29,19,59.21
2025-06-29,20,53.37
2025-06-29,21,57.99
2025-06-29,22,51.56
2025-06-29,23,53.79
2025-06-29,24,62.01
2025-06-29,25,55.03
2025-06-29,26,61.01
2025-06-29,27,54.9
2025-06-29,28,58.91
2025-06-29,29,57.07
2025-06-29,30,62.81
2025-06-29,31,66.23
2025-06-29,32,71.69
2025-06-29,33,70.04
2025-06-29,34,75.0
2025-06-29,35,82.51
2025-06-29,36,73.06
2025-06-29,37,65.93
2025-06-29,38,69.25
2025-06-29,39,69.18
2025-06-29,40,61.65
2025-06-29,41,52.51
2025-06-29,42,52.45
2025-06-29,43,47.39
2025-06-29,44,40.0
2025-06-29,45,42.82
2025-06-29,46,45.42
2025-06-29,47,39.81
2025-06-29,48,33.52
2025-06-30,1,43.01
2025-06-30,2,38.57
2025-06-30,3,42.85
2025-06-30,4,38.58
2025-06-30,5,41.79
2025-06-30,6,32.85
2025-06-30,7,38.39
2025-06-30,8,40.38
2025-06-30,9,40.97
2025-06-30,10,44.06
2025-06-30,11,41.82
2025-06-30,12,46.79
2025-06-30,13,47.62
2025-06-30,14,54.26
2025-06-30,15,48.73
2025-06-30,16,47.61
2025-06-30,17,65.32
2025-06-30,18,59.21
2025-06-30,19,54.91
2025-06-30,20,60.8
2025-06-30,21,59.04
2025-06-30,22,62.57
2025-06-30,23,63.46
2025-06-30,24,60.58
2025-06-30,25,66.96
2025-06-30,26,59.51
2025-06-30,27,56.15
2025-06-30,28,67.51
2025-06-30,29,67.61
2025-06-30,30,63.38
2025-06-30,31,76.49
2025-06-30,32,71.11
2025-06-30,33,81.64
2025-06-30,34,88.91
2025-06-30,35,89.24
2025-06-30,36,89.18
2025-06-30,37,84.14
2025-06-30,38,82.21
2025-06-30,39,77.75
2025-06-30,40,66.99
2025-06-30,41,59.39
2025-06-30,42,62.33
2025-06-30,43,62.83
2025-06-30,44,58.46
2025-06-30,45,39.62
2025-06-30,46,53.16
2025-06-30,47,43.89
2025-06-30,48,52.1
2025-07-01,1,46.46
2025-07-01,2,44.63
2025-07-01,3,42.1
2025-07-01,4,41.07
2025-07-01,5,41.67
2025-07-01,6,32.73
2025-07-01,7,43.18
2025-07-01,8,42.54
2025-07-01,9,33.09
2025-07-01,10,50.82
2025-07-01,11,42.74
2025-07-01,12,40.46
2025-07-01,13,49.08
2025-07-01,14,47.61
2025-07-01,15,48.36
2025-07-01,16,56.85
2025-07-01,17,59.3
2025-07-01,18,55.09
2025-07-01,19,58.51
2025-07-01,20,57.21
2025-07-01,21,59.59
2025-07-01,22,63.59
2025-07-01,23,61.96
2025-07-01,24,62.02
2025-07-01,25,55.85
2025-07-01,26,64.15
2025-07-01,27,61.1
2025-07-01,28,59.95
2025-07-01,29,72.05
2025-07-01,30,65.53
2025-07-01,31,74.32
2025-07-01,32,75.83
2025-07-01,33,78.15
2025-07-01,34,90.59
2025-07-01,35,85.67
2025-07-01,36,86.11
2025-07-01,37,82.96
2025-07-01,38,82.11
2025-07-01,39,74.96
2025-07-01,40,66.66
2025-07-01,41,60.13
2025-07-01,42,58.92
2025-07-01,43,52.74
2025-07-01,44,59.3
2025-07-01,45,47.95
2025-07-01,46,49.41
2025-07-01,47,45.99
2025-07-01,48,43.67
2025-07-02,1,40.74
2025-07-02,2,43.81
2025-07-02,3,46.89
2025-07-02,4,39.64
2025-07-02,5,42.26
2025-07-02,6,39.67
2025-07-02,7,39.27
2025-07-02,8,44.24
2025-07-02,9,40.61
2025-07-02,10,39.37
2025-07-02,11,40.66
2025-07-02,12,43.64
2025-07-02,13,44.99
2025-07-02,14,50.22
2025-07-02,15,54.95
2025-07-02,16,59.0
2025-07-02,17,56.18
2025-07-02,18,59.61
2025-07-02,19,60.05
2025-07-02,20,58.2
2025-07-02,21,58.62
2025-07-02,22,64.51
2025-07-02,23,-37.2
2025-07-02,24,-43.14
2025-07-02,25,-43.75
2025-07-02,26,-40.12
2025-07-02,27,-38.26
2025-07-02,28,-34.47
2025-07-02,29,-37.11
2025-07-02,30,-35.38
2025-07-02,31,83.64
2025-07-02,32,72.49
2025-07-02,33,85.45
2025-07-02,34,91.55
2025-07-02,35,86.93
2025-07-02,36,89.87
2025-07-02,37,79.07
2025-07-02,38,81.39
2025-07-02,39,80.13
2025-07-02,40,69.85
2025-07-02,41,63.88
2025-07-02,42,65.94
2025-07-02,43,58.53
2025-07-02,44,55.16
2025-07-02,45,46.73
2025-07-02,46,38.23
2025-07-02,47,47.78
2025-07-02,48,44.78
2025-07-03,1,52.49
2025-07-03,2,49.03
2025-07-03,3,41.8
2025-07-03,4,44.98
2025-07-03,5,40.33
2025-07-03,6,39.32
2025-07-03,7,42.75
2025-07-03,8,43.12
2025-07-03,9,42.14
2025-07-03,10,40.41
2025-07-03,11,40.68
2025-07-03,12,39.98
2025-07-03,13,48.34
2025-07-03,14,52.05
2025-07-03,15,57.96
2025-07-03,16,51.94
2025-07-03,17,60.46
2025-07-03,18,60.4
2025-07-03,19,61.22
2025-07-03,20,66.16
2025-07-03,21,65.98
2025-07-03,22,64.89
2025-07-03,23,61.6
2025-07-03,24,61.22
2025-07-03,25,67.79
2025-07-03,26,70.92
2025-07-03,27,71.67
2025-07-03,28,68.59
2025-07-03,29,68.5
2025-07-03,30,73.42
2025-07-03,31,76.76
2025-07-03,32,75.96
2025-07-03,33,80.96
2025-07-03,34,97.66
2025-07-03,35,86.23
2025-07-03,36,91.4
2025-07-03,37,83.61
2025-07-03,38,80.68
2025-07-03,39,71.7
2025-07-03,40,65.59
2025-07-03,41,66.11
2025-07-03,42,60.92
2025-07-03,43,62.55
2025-07-03,44,52.36
2025-07-03,45,50.53
2025-07-03,46,47.77
2025-07-03,47,42.33
2025-07-03,48,47.06
2025-07-04,1,39.05
2025-07-04,2,40.92
2025-07-04,3,42.85
2025-07-04,4,35.46
2025-07-04,5,36.12
2025-07-04,6,38.96
2025-07-04,7,47.18
2025-07-04,8,36.12
2025-07-04,9,38.93
2025-07-04,10,50.95
2025-07-04,11,45.73
2025-07-04,12,37.97
2025-07-04,13,46.7
2025-07-04,14,53.38
2025-07-04,15,60.36
2025-07-04,16,63.28
2025-07-04,17,62.2
2025-07-04,18,64.0
2025-07-04,19,56.18
2025-07-04,20,58.33
2025-07-04,21,55.59
2025-07-04,22,64.87
2025-07-04,23,62.65
2025-07-04,24,62.33
2025-07-04,25,69.07
2025-07-04,26,66.15
2025-07-04,27,69.74
2025-07-04,28,69.57
2025-07-04,29,71.67
2025-07-04,30,66.39
2025-07-04,31,77.54
2025-07-04,32,79.36
2025-07-04,33,79.99
2025-07-04,34,88.1
2025-07-04,35,92.86
2025-07-04,36,87.49
2025-07-04,37,82.56
2025-07-04,38,78.26
2025-07-04,39,69.71
2025-07-04,40,68.51
2025-07-04,41,65.92
2025-07-04,42,65.78
2025-07-04,43,51.89
2025-07-04,44,53.63
2025-07-04,45,49.94
2025-07-04,46,47.85
2025-07-04,47,40.05
2025-07-04,48,40.6
2025-07-05,1,38.12
2025-07-05,2,40.0
2025-07-05,3,39.54
2025-07-05,4,35.39
2025-07-05,5,34.14
2025-07-05,6,34.51
2025-07-05,7,31.44
2025-07-05,8,39.09
2025-07-05,9,32.97
2025-07-05,10,35.43
2025-07-05,11,38.11
2025-07-05,12,40.57
2025-07-05,13,42.94
2025-07-05,14,44.32
2025-07-05,15,54.55
2025-07-05,16,51.02
2025-07-05,17,51.7
2025-07-05,18,60.93
2025-07-05,19,50.84
2025-07-05,20,60.88
2025-07-05,21,45.44
2025-07-05,22,51.79
2025-07-05,23,47.06
2025-07-05,24,48.96
2025-07-05,25,57.09
2025-07-05,26,57.39
2025-07-05,27,54.87
2025-07-05,28,65.03
2025-07-05,29,64.53
2025-07-05,30,61.82
2025-07-05,31,57.5
2025-07-05,32,71.92
2025-07-05,33,69.82
2025-07-05,34,76.2
2025-07-05,35,80.29
2025-07-05,36,75.64
2025-07-05,37,80.32
2025-07-05,38,69.75
2025-07-05,39,68.33
2025-07-05,40,63.83
2025-07-05,41,59.52
2025-07-05,42,58.7
2025-07-05,43,45.15
2025-07-05,44,41.34
2025-07-05,45,42.53
2025-07-05,46,54.26
2025-07-05,47,45.98
2025-07-05,48,37.04
2025-07-06,1,41.54
2025-07-06,2,33.84
2025-07-06,3,31.33
2025-07-06,4,36.12
2025-07-06,5,31.65
2025-07-06,6,40.81
2025-07-06,7,34.71
2025-07-06,8,35.53
2025-07-06,9,36.01
2025-07-06,10,38.31
2025-07-06,11,40.21
2025-07-06,12,39.41
2025-07-06,13,37.76
2025-07-06,14,44.2
2025-07-06,15,48.15
2025-07-06,16,44.14
2025-07-06,17,44.23
2025-07-06,18,48.83
2025-07-06,19,46.09
2025-07-06,20,51.7
2025-07-06,21,50.27
2025-07-06,22,53.69
2025-07-06,23,56.52
2025-07-06,24,55.51
2025-07-06,25,56.96
2025-07-06,26,59.97
2025-07-06,27,55.93
2025-07-06,28,48.0
2025-07-06,29,52.95
2025-07-06,30,63.95
2025-07-06,31,65.44
2025-07-06,32,70.8
2025-07-06,33,83.04
2025-07-06,34,75.83
2025-07-06,35,76.64
2025-07-06,36,78.55
2025-07-06,37,70.36
2025-07-06,38,74.21
2025-07-06,39,65.42
2025-07-06,40,67.47
2025-07-06,41,49.4
2025-07-06,42,51.69
2025-07-06,43,45.88
2025-07-06,44,41.56
2025-07-06,45,46.26
2025-07-06,46,40.77
2025-07-06,47,45.86
2025-07-06,48,37.07
2025-07-07,1,42.05
2025-07-07,2,48.37
2025-07-07,3,36.35
2025-07-07,4,31.14
2025-07-07,5,34.93
2025-07-07,6,37.0
2025-07-07,7,39.22
2025-07-07,8,35.68
2025-07-07,9,40.45
2025-07-07,10,43.49
2025-07-07,11,43.83
2025-07-07,12,44.05
2025-07-07,13,52.29
2025-07-07,14,47.67
2025-07-07,15,53.43
2025-07-07,16,55.32
2025-07-07,17,62.38
2025-07-07,18,59.24
2025-07-07,19,62.78
2025-07-07,20,64.17
2025-07-07,21,58.55
2025-07-07,22,54.16
2025-07-07,23,60.05
2025-07-07,24,58.52
2025-07-07,25,60.12
2025-07-07,26,53.91
2025-07-07,27,58.5
2025-07-07,28,69.53
2025-07-07,29,64.29
2025-07-07,30,74.96
2025-07-07,31,70.54
2025-07-07,32,79.16
2025-07-07,33,80.35
2025-07-07,34,87.69
2025-07-07,35,86.42
2025-07-07,36,88.45
2025-07-07,37,90.2
2025-07-07,38,82.7
2025-07-07,39,72.29
2025-07-07,40,61.47
2025-07-07,41,62.92
2025-07-07,42,60.38
2025-07-07,43,55.55
2025-07-07,44,48.51
2025-07-07,45,50.29
2025-07-07,46,50.37
2025-07-07,47,51.59
2025-07-07,48,43.6
2025-07-08,1,45.07
2025-07-08,2,37.75
2025-07-08,3,40.71
2025-07-08,4,38.35
2025-07-08,5,41.68
2025-07-08,6,37.02
2025-07-08,7,36.4
2025-07-08,8,43.69
2025-07-08,9,41.06
2025-07-08,10,40.98
2025-07-08,11,34.68
2025-07-08,12,47.05
2025-07-08,13,45.56
2025-07-08,14,51.94
2025-07-08,15,46.97
2025-07-08,16,58.58
2025-07-08,17,60.49
2025-07-08,18,59.97
2025-07-08,19,57.58
2025-07-08,20,65.51
2025-07-08,21,57.54
2025-07-08,22,64.14
2025-07-08,23,65.08
2025-07-08,24,58.32
2025-07-08,25,65.63
2025-07-08,26,62.02
2025-07-08,27,67.48
2025-07-08,28,62.53
2025-07-08,29,67.52
2025-07-08,30,70.58
2025-07-08,31,73.22
2025-07-08,32,78.67
2025-07-08,33,78.06
2025-07-08,34,82.81
2025-07-08,35,90.21
2025-07-08,36,85.87
2025-07-08,37,83.22
2025-07-08,38,77.38
2025-07-08,39,73.14
2025-07-08,40,64.79
2025-07-08,41,66.22
2025-07-08,42,56.81
2025-07-08,43,50.55
2025-07-08,44,51.16
2025-07-08,45,44.06
2025-07-08,46,44.26
2025-07-08,47,51.4
2025-07-08,48,40.11
2025-07-09,1,42.11
2025-07-09,2,45.6
2025-07-09,3,36.4
2025-07-09,4,38.39
2025-07-09,5,39.57
2025-07-09,6,35.61
2025-07-09,7,44.73
2025-07-09,8,40.62
2025-07-09,9,34.97
2025-07-09,10,42.46
2025-07-09,11,47.59
2025-07-09,12,41.65
2025-07-09,13,52.85
2025-07-09,14,51.82
2025-07-09,15,55.11
2025-07-09,16,62.22
2025-07-09,17,60.49
2025-07-09,18,62.4
2025-07-09,19,61.45
2025-07-09,20,53.78
2025-07-09,21,62.12
2025-07-09,22,61.46
2025-07-09,23,-40.12
2025-07-09,24,-48.04
2025-07-09,25,-34.37
2025-07-09,26,-39.2
2025-07-09,27,-39.08
2025-07-09,28,-38.11
2025-07-09,29,-39.35
2025-07-09,30,-27.38
2025-07-09,31,82.71
2025-07-09,32,74.77
2025-07-09,33,84.51
2025-07-09,34,84.57
2025-07-09,35,88.39
2025-07-09,36,87.19
2025-07-09,37,88.27
2025-07-09,38,75.85
2025-07-09,39,75.32
2025-07-09,40,73.38
2025-07-09,41,66.05
2025-07-09,42,59.87
2025-07-09,43,55.24
2025-07-09,44,50.49
2025-07-09,45,48.19
2025-07-09,46,41.43
2025-07-09,47,47.96
2025-07-09,48,49.89
2025-07-10,1,42.52
2025-07-10,2,41.08
2025-07-10,3,38.33
2025-07-10,4,42.74
2025-07-10,5,36.54
2025-07-10,6,39.04
2025-07-10,7,34.26
2025-07-10,8,39.71
2025-07-10,9,40.65
2025-07-10,10,36.96
2025-07-10,11,42.6
2025-07-10,12,44.11
2025-07-10,13,45.53
2025-07-10,14,48.95
2025-07-10,15,56.06
2025-07-10,16,57.5
2025-07-10,17,63.46
2025-07-10,18,56.65
2025-07-10,19,60.28
2025-07-10,20,58.3
2025-07-10,21,60.68
2025-07-10,22,61.49
2025-07-10,23,56.08
2025-07-10,24,63.93
2025-07-10,25,71.19
2025-07-10,26,64.32
2025-07-10,27,61.36
2025-07-10,28,65.01
2025-07-10,29,66.58
2025-07-10,30,67.5
2025-07-10,31,76.12
2025-07-10,32,69.74
2025-07-10,33,82.26
2025-07-10,34,90.05
2025-07-10,35,92.13
2025-07-10,36,91.49
2025-07-10,37,82.44
2025-07-10,38,86.46
2025-07-10,39,76.34
2025-07-10,40,74.49
2025-07-10,41,67.53
2025-07-10,42,59.78
2025-07-10,43,53.83
2025-07-10,44,61.36
2025-07-10,45,42.45
2025-07-10,46,46.92
2025-07-10,47,40.29
2025-07-10,48,44.86
2025-07-11,1,42.86
2025-07-11,2,43.31
2025-07-11,3,38.69
2025-07-11,4,40.24
2025-07-11,5,38.43
2025-07-11,6,39.61
2025-07-11,7,32.48
2025-07-11,8,34.83
2025-07-11,9,44.57
2025-07-11,10,46.35
2025-07-11,11,35.37
2025-07-11,12,42.21
2025-07-11,13,44.35
2025-07-11,14,51.74
2025-07-11,15,53.9
2025-07-11,16,60.07
2025-07-11,17,54.19
2025-07-11,18,62.16
2025-07-11,19,59.66
2025-07-11,20,57.77
2025-07-11,21,62.17
2025-07-11,22,59.39
2025-07-11,23,60.36
2025-07-11,24,66.87
2025-07-11,25,62.79
2025-07-11,26,71.38
2025-07-11,27,55.47
2025-07-11,28,66.1
2025-07-11,29,63.39
2025-07-11,30,66.42
2025-07-11,31,70.57
2025-07-11,32,80.68
2025-07-11,33,79.5
2025-07-11,34,80.27
2025-07-11,35,89.82
2025-07-11,36,82.61
2025-07-11,37,91.72
2025-07-11,38,75.42
2025-07-11,39,73.68
2025-07-11,40,76.45
2025-07-11,41,61.87
2025-07-11,42,60.18
2025-07-11,43,54.34
2025-07-11,44,51.86
2025-07-11,45,46.27
2025-07-11,46,49.4
2025-07-11,47,51.19
2025-07-11,48,36.6
2025-07-12,1,45.69
2025-07-12,2,30.13
2025-07-12,3,39.64
2025-07-12,4,38.62
2025-07-12,5,37.4
2025-07-12,6,30.55
2025-07-12,7,34.03
2025-07-12,8,30.71
2025-07-12,9,36.74
2025-07-12,10,30.65
2025-07-12,11,35.45
2025-07-12,12,41.64
2025-07-12,13,38.71
2025-07-12,14,43.03
2025-07-12,15,44.08
2025-07-12,16,51.47
2025-07-12,17,51.87
2025-07-12,18,50.51
2025-07-12,19,51.13
2025-07-12,20,54.04
2025-07-12,21,48.89
2025-07-12,22,52.93
2025-07-12,23,53.58
2025-07-12,24,54.74
2025-07-12,25,52.86
2025-07-12,26,58.36
2025-07-12,27,60.83
2025-07-12,28,60.76
2025-07-12,29,60.51
2025-07-12,30,55.98
2025-07-12,31,71.08
2025-07-12,32,67.95
2025-07-12,33,72.6
2025-07-12,34,71.8
2025-07-12,35,75.82
2025-07-12,36,81.54
2025-07-12,37,77.92
2025-07-12,38,69.63
2025-07-12,39,71.93
2025-07-12,40,56.44
2025-07-12,41,48.84
2025-07-12,42,43.73
2025-07-12,43,51.36
2025-07-12,44,42.84
2025-07-12,45,43.01
2025-07-12,46,46.23
2025-07-12,47,41.67
2025-07-12,48,34.28
2025-07-13,1,32.67
2025-07-13,2,35.33
2025-07-13,3,35.47
2025-07-13,4,33.68
2025-07-13,5,32.69
2025-07-13,6,34.62
2025-07-13,7,38.34
2025-07-13,8,30.78
2025-07-13,9,24.9
2025-07-13,10,40.81
2025-07-13,11,34.55
2025-07-13,12,36.81
2025-07-13,13,39.44
2025-07-13,14,39.29
2025-07-13,15,46.11
2025-07-13,16,49.31
2025-07-13,17,54.14
2025-07-13,18,51.23
2025-07-13,19,43.87
2025-07-13,20,48.04
2025-07-13,21,57.57
2025-07-13,22,49.72
2025-07-13,23,55.61
2025-07-13,24,51.24
2025-07-13,25,58.21
2025-07-13,26,56.32
2025-07-13,27,51.16
2025-07-13,28,53.47
2025-07-13,29,53.69
2025-07-13,30,65.31
2025-07-13,31,59.31
2025-07-13,32,66.21
2025-07-13,33,71.01
2025-07-13,34,75.48
2025-07-13,35,74.8
2025-07-13,36,70.49
2025-07-13,37,69.93
2025-07-13,38,66.64
2025-07-13,39,55.2
2025-07-13,40,62.18
2025-07-13,41,57.56
2025-07-13,42,47.14
2025-07-13,43,53.38
2025-07-13,44,45.18
2025-07-13,45,46.95
2025-07-13,46,44.94
2025-07-13,47,39.81
2025-07-13,48,30.89
2025-07-14,1,48.43
2025-07-14,2,41.45
2025-07-14,3,31.98
2025-07-14,4,35.23
2025-07-14,5,42.34
2025-07-14,6,37.51
2025-07-14,7,34.14
2025-07-14,8,37.73
2025-07-14,9,43.7
2025-07-14,10,49.43
2025-07-14,11,42.01
2025-07-14,12,46.38
2025-07-14,13,46.88
2025-07-14,14,51.54
2025-07-14,15,50.47
2025-07-14,16,63.06
2025-07-14,17,57.69
2025-07-14,18,56.29
2025-07-14,19,57.85
2025-07-14,20,63.31
2025-07-14,21,57.53
2025-07-14,22,66.37
2025-07-14,23,-20.7
2025-07-14,24,-19.06
2025-07-14,25,-23.2
2025-07-14,26,-22.91
2025-07-14,27,-19.11
2025-07-14,28,-22.64
2025-07-14,29,-14.31
2025-07-14,30,-10.24
2025-07-14,31,70.34
2025-07-14,32,79.66
2025-07-14,33,82.05
2025-07-14,34,89.21
2025-07-14,35,93.65
2025-07-14,36,90.36
2025-07-14,37,84.7
2025-07-14,38,85.31
2025-07-14,39,74.93
2025-07-14,40,67.61
2025-07-14,41,60.65
2025-07-14,42,58.81
2025-07-14,43,58.73
2025-07-14,44,47.68
2025-07-14,45,44.52
2025-07-14,46,42.65
2025-07-14,47,49.92
2025-07-14,48,45.91
2025-07-15,1,44.02
2025-07-15,2,41.57
2025-07-15,3,41.08
2025-07-15,4,42.0
2025-07-15,5,44.23
2025-07-15,6,39.07
2025-07-15,7,34.88
2025-07-15,8,40.48
2025-07-15,9,42.62
2025-07-15,10,31.71
2025-07-15,11,39.35
2025-07-15,12,44.53
2025-07-15,13,45.35
2025-07-15,14,51.19
2025-07-15,15,51.67
2025-07-15,16,61.02
2025-07-15,17,59.72
2025-07-15,18,53.48
2025-07-15,19,63.84
2025-07-15,20,63.82
2025-07-15,21,60.17
2025-07-15,22,52.94
2025-07-15,23,64.29
2025-07-15,24,57.35
2025-07-15,25,60.97
2025-07-15,26,61.22
2025-07-15,27,58.94
2025-07-15,28,66.07
2025-07-15,29,68.56
2025-07-15,30,70.48
2025-07-15,31,72.25
2025-07-15,32,73.9
2025-07-15,33,86.89
2025-07-15,34,85.47
2025-07-15,35,83.32
2025-07-15,36,88.98
2025-07-15,37,86.37
2025-07-15,38,82.93
2025-07-15,39,74.59
2025-07-15,40,66.17
2025-07-15,41,57.6
2025-07-15,42,56.29
2025-07-15,43,48.07
2025-07-15,44,53.0
2025-07-15,45,43.05
2025-07-15,46,46.1
2025-07-15,47,48.74
2025-07-15,48,43.34
2025-07-16,1,41.54
2025-07-16,2,38.8
2025-07-16,3,40.3
2025-07-16,4,37.64
2025-07-16,5,41.27
2025-07-16,6,37.72
2025-07-16,7,32.58
2025-07-16,8,36.74
2025-07-16,9,34.95
2025-07-16,10,48.4
2025-07-16,11,42.41
2025-07-16,12,47.08
2025-07-16,13,46.89
2025-07-16,14,57.99
2025-07-16,15,49.11
2025-07-16,16,54.1
2025-07-16,17,63.96
2025-07-16,18,58.6
2025-07-16,19,57.92
2025-07-16,20,58.39
2025-07-16,21,68.04
2025-07-16,22,68.47
2025-07-16,23,62.32
2025-07-16,24,62.22
2025-07-16,25,65.55
2025-07-16,26,65.08
2025-07-16,27,65.4
2025-07-16,28,64.24
2025-07-16,29,65.28
2025-07-16,30,72.01
2025-07-16,31,73.64
2025-07-16,32,82.75
2025-07-16,33,79.97
2025-07-16,34,321.08
2025-07-16,35,321.27
2025-07-16,36,324.21
2025-07-16,37,319.22
2025-07-16,38,325.12
2025-07-16,39,313.08
2025-07-16,40,65.58
2025-07-16,41,64.99
2025-07-16,42,66.2
2025-07-16,43,52.99
2025-07-16,44,47.26
2025-07-16,45,47.88
2025-07-16,46,40.08
2025-07-16,47,47.87
2025-07-16,48,46.61
2025-07-17,1,37.61
2025-07-17,2,41.6
2025-07-17,3,48.34
2025-07-17,4,37.88
2025-07-17,5,41.89
2025-07-17,6,36.55
2025-07-17,7,45.84
2025-07-17,8,39.4
2025-07-17,9,34.91
2025-07-17,10,37.46
2025-07-17,11,38.65
2025-07-17,12,44.87
2025-07-17,13,44.49
2025-07-17,14,48.67
2025-07-17,15,61.94
2025-07-17,16,54.92
2025-07-17,17,60.21
2025-07-17,18,59.58
2025-07-17,19,60.71
2025-07-17,20,63.3
2025-07-17,21,51.52
2025-07-17,22,60.89
2025-07-17,23,-4.62
2025-07-17,24,-1.66
2025-07-17,25,-2.2
2025-07-17,26,-1.06
2025-07-17,27,2.08
2025-07-17,28,0.05
2025-07-17,29,11.81
2025-07-17,30,2.38
2025-07-17,31,78.84
2025-07-17,32,71.91
2025-07-17,33,79.95
2025-07-17,34,85.96
2025-07-17,35,83.32
2025-07-17,36,83.2
2025-07-17,37,83.78
2025-07-17,38,84.04
2025-07-17,39,75.04
2025-07-17,40,76.23
2025-07-17,41,65.33
2025-07-17,42,56.57
2025-07-17,43,43.92
2025-07-17,44,45.59
2025-07-17,45,48.4
2025-07-17,46,41.26
2025-07-17,47,45.05
2025-07-17,48,45.2
2025-07-18,1,41.12
2025-07-18,2,45.13
2025-07-18,3,35.87
2025-07-18,4,36.8
2025-07-18,5,32.13
2025-07-18,6,38.88
2025-07-18,7,41.77
2025-07-18,8,35.58
2025-07-18,9,39.59
2025-07-18,10,37.56
2025-07-18,11,40.06
2025-07-18,12,40.42
2025-07-18,13,52.44
2025-07-18,14,48.09
2025-07-18,15,53.36
2025-07-18,16,55.37
2025-07-18,17,60.97
2025-07-18,18,70.83
2025-07-18,19,72.25
2025-07-18,20,59.96
2025-07-18,21,62.19
2025-07-18,22,64.34
2025-07-18,23,65.91
2025-07-18,24,64.18
2025-07-18,25,67.05
2025-07-18,26,65.37
2025-07-18,27,62.39
2025-07-18,28,70.65
2025-07-18,29,68.51
2025-07-18,30,71.58
2025-07-18,31,67.88
2025-07-18,32,74.01
2025-07-18,33,79.69
2025-07-18,34,87.04
2025-07-18,35,94.45
2025-07-18,36,90.55
2025-07-18,37,84.39
2025-07-18,38,76.73
2025-07-18,39,79.92
2025-07-18,40,70.15
2025-07-18,41,50.49
2025-07-18,42,62.78
2025-07-18,43,56.4
2025-07-18,44,43.41
2025-07-18,45,52.17
2025-07-18,46,48.07
2025-07-18,47,40.76
2025-07-18,48,52.67
2025-07-19,1,37.1
2025-07-19,2,33.65
2025-07-19,3,38.24
2025-07-19,4,39.09
2025-07-19,5,29.14
2025-07-19,6,30.79
2025-07-19,7,32.8
2025-07-19,8,31.14
2025-07-19,9,33.93
2025-07-19,10,37.16
2025-07-19,11,42.18
2025-07-19,12,36.94
2025-07-19,13,39.27
2025-07-19,14,45.94
2025-07-19,15,47.33
2025-07-19,16,44.04
2025-07-19,17,48.79
2025-07-19,18,51.87
2025-07-19,19,56.58
2025-07-19,20,57.67
2025-07-19,21,48.7
2025-07-19,22,49.84
2025-07-19,23,56.71
2025-07-19,24,52.07
2025-07-19,25,56.21
2025-07-19,26,54.98
2025-07-19,27,56.92
2025-07-19,28,56.32
2025-07-19,29,63.93
2025-07-19,30,55.27
2025-07-19,31,62.58
2025-07-19,32,71.6
2025-07-19,33,70.29
2025-07-19,34,73.94
2025-07-19,35,80.27
2025-07-19,36,78.43
2025-07-19,37,77.92
2025-07-19,38,75.41
2025-07-19,39,59.79
2025-07-19,40,58.4
2025-07-19,41,52.02
2025-07-19,42,52.49
2025-07-19,43,52.08
2025-07-19,44,35.36
2025-07-19,45,36.98
2025-07-19,46,33.3
2025-07-19,47,36.63
2025-07-19,48,38.87
2025-07-20,1,41.76
2025-07-20,2,38.87
2025-07-20,3,34.47
2025-07-20,4,33.52
2025-07-20,5,37.33
2025-07-20,6,34.62
2025-07-20,7,29.45
2025-07-20,8,28.43
2025-07-20,9,37.36
2025-07-20,10,32.8
2025-07-20,11,37.33
2025-07-20,12,41.45
2025-07-20,13,36.81
2025-07-20,14,40.54
2025-07-20,15,54.18
2025-07-20,16,48.78
2025-07-20,17,56.47
2025-07-20,18,63.45
2025-07-20,19,54.59
2025-07-20,20,49.94
2025-07-20,21,53.61
2025-07-20,22,52.33
2025-07-20,23,-31.1
2025-07-20,24,-27.83
2025-07-20,25,-26.51
2025-07-20,26,-36.89
2025-07-20,27,-23.07
2025-07-20,28,-25.55
2025-07-20,29,-27.44
2025-07-20,30,-20.2
2025-07-20,31,60.15
2025-07-20,32,63.67
2025-07-20,33,75.56
2025-07-20,34,74.86
2025-07-20,35,82.92
2025-07-20,36,74.05
2025-07-20,37,75.92
2025-07-20,38,72.4
2025-07-20,39,67.41
2025-07-20,40,62.94
2025-07-20,41,57.38
2025-07-20,42,51.5
2025-07-20,43,40.39
2025-07-20,44,49.06
2025-07-20,45,34.06
2025-07-20,46,36.9
2025-07-20,47,37.52
2025-07-20,48,42.62
2025-07-21,1,49.84
2025-07-21,2,40.5
2025-07-21,3,41.14
2025-07-21,4,39.58
2025-07-21,5,42.38
2025-07-21,6,35.28
2025-07-21,7,35.08
2025-07-21,8,37.02
2025-07-21,9,42.14
2025-07-21,10,44.91
2025-07-21,11,41.9
2025-07-21,12,46.82
2025-07-21,13,49.35
2025-07-21,14,50.47
2025-07-21,15,53.89
2025-07-21,16,60.37
2025-07-21,17,67.23
2025-07-21,18,64.68
2025-07-21,19,65.78
2025-07-21,20,68.85
2025-07-21,21,57.58
2025-07-21,22,63.15
2025-07-21,23,66.56
2025-07-21,24,65.25
2025-07-21,25,60.08
2025-07-21,26,60.38
2025-07-21,27,71.29
2025-07-21,28,67.77
