date,period,product,avail_gbp_mw_h
2025-05-24,1,BRpos,1.593
2025-05-24,1,BRneg,1.126
2025-05-24,2,BRpos,1.614
2025-05-24,2,BRneg,1.01
2025-05-24,3,BRpos,4.607
2025-05-24,3,BRneg,0.538
2025-05-24,4,BRpos,2.445
2025-05-24,4,BRneg,1.062
2025-05-24,5,BRpos,2.22
2025-05-24,5,BRneg,0.893
2025-05-24,6,BRpos,2.188
2025-05-24,6,BRneg,0.483
2025-05-24,7,BRpos,1.87
2025-05-24,7,BRneg,0.5
2025-05-24,8,BRpos,2.312
2025-05-24,8,BRneg,1.455
2025-05-24,9,BRpos,1.526
2025-05-24,9,BRneg,1.489
2025-05-24,10,BRpos,1.472
2025-05-24,10,BRneg,0.582
2025-05-24,11,BRpos,4.632
2025-05-24,11,BRneg,1.648
2025-05-24,12,BRpos,2.834
2025-05-24,12,BRneg,1.351
2025-05-24,13,BRpos,2.674
2025-05-24,13,BRneg,0.918
2025-05-24,14,BRpos,1.391
2025-05-24,14,BRneg,1.634
2025-05-24,15,BRpos,2.759
2025-05-24,15,BRneg,1.626
2025-05-24,16,BRpos,2.155
2025-05-24,16,BRneg,0.862
2025-05-24,17,BRpos,3.599
2025-05-24,17,BRneg,1.102
2025-05-24,18,BRpos,1.708
2025-05-24,18,BRneg,0.787
2025-05-24,19,BRpos,2.155
2025-05-24,19,BRneg,1.458
2025-05-24,20,BRpos,4.22
2025-05-24,20,BRneg,1.646
2025-05-24,21,BRpos,2.136
2025-05-24,21,BRneg,2.348
2025-05-24,22,BRpos,2.474
2025-05-24,22,BRneg,0.725
2025-05-24,23,BRpos,2.449
2025-05-24,23,BRneg,4.167
2025-05-24,24,BRpos,3.074
2025-05-24,24,BRneg,0.581
2025-05-24,25,BRpos,2.711
2025-05-24,25,BRneg,0.682
2025-05-24,26,BRpos,2.47
2025-05-24,26,BRneg,0.9
2025-05-24,27,BRpos,1.658
2025-05-24,27,BRneg,0.674
2025-05-24,28,BRpos,0.858
2025-05-24,28,BRneg,1.24
2025-05-24,29,BRpos,2.105
2025-05-24,29,BRneg,2.157
2025-05-24,30,BRpos,3.272
2025-05-24,30,BRneg,0.597
2025-05-24,31,BRpos,1.379
2025-05-24,31,BRneg,0.642
2025-05-24,32,BRpos,1.654
2025-05-24,32,BRneg,1.216
2025-05-24,33,BRpos,4.477
2025-05-24,33,BRneg,2.965
2025-05-24,34,BRpos,2.973
2025-05-24,34,BRneg,1.141
2025-05-24,35,BRpos,3.628
2025-05-24,35,BRneg,2.461
2025-05-24,36,BRpos,4.828
2025-05-24,36,BRneg,3.515
2025-05-24,37,BRpos,3.8
2025-05-24,37,BRneg,1.202
2025-05-24,38,BRpos,5.129
2025-05-24,38,BRneg,1.857
2025-05-24,39,BRpos,3.189
2025-05-24,39,BRneg,1.038
2025-05-24,40,BRpos,4.347
2025-05-24,40,BRneg,0.65
2025-05-24,41,BRpos,1.514
2025-05-24,41,BRneg,0.633
2025-05-24,42,BRpos,1.715
2025-05-24,42,BRneg,1.368
2025-05-24,43,BRpos,3.388
2025-05-24,43,BRneg,0.768
2025-05-24,44,BRpos,1.469
2025-05-24,44,BRneg,1.878
2025-05-24,45,BRpos,2.176
2025-05-24,45,BRneg,0.872
2025-05-24,46,BRpos,2.081
2025-05-24,46,BRneg,4.413
2025-05-24,47,BRpos,1.164
2025-05-24,47,BRneg,1.922
2025-05-24,48,BRpos,6.757
2025-05-24,48,BRneg,1.491
2025-05-25,1,BRpos,2.457
2025-05-25,1,BRneg,0.686
2025-05-25,2,BRpos,3.486
2025-05-25,2,BRneg,1.266
2025-05-25,3,BRpos,2.231
2025-05-25,3,BRneg,1.162
2025-05-25,4,BRpos,4.483
2025-05-25,4,BRneg,0.481
2025-05-25,5,BRpos,2.532
2025-05-25,5,BRneg,0.648
2025-05-25,6,BRpos,1.82
2025-05-25,6,BRneg,0.881
2025-05-25,7,BRpos,4.653
2025-05-25,7,BRneg,1.245
2025-05-25,8,BRpos,4.915
2025-05-25,8,BRneg,0.788
2025-05-25,9,BRpos,2.097
2025-05-25,9,BRneg,1.02
2025-05-25,10,BRpos,2.609
2025-05-25,10,BRneg,2.099
2025-05-25,11,BRpos,1.459
2025-05-25,11,BRneg,1.223
2025-05-25,12,BRpos,2.053
2025-05-25,12,BRneg,1.249
2025-05-25,13,BRpos,3.054
2025-05-25,13,BRneg,1.697
2025-05-25,14,BRpos,6.017
2025-05-25,14,BRneg,1.798
2025-05-25,15,BRpos,1.306
2025-05-25,15,BRneg,1.058
2025-05-25,16,BRpos,0.657
2025-05-25,16,BRneg,1.452
2025-05-25,17,BRpos,5.582
2025-05-25,17,BRneg,0.957
2025-05-25,18,BRpos,2.811
2025-05-25,18,BRneg,1.016
2025-05-25,19,BRpos,2.249
2025-05-25,19,BRneg,1.735
2025-05-25,20,BRpos,2.039
2025-05-25,20,BRneg,0.681
2025-05-25,21,BRpos,3.385
2025-05-25,21,BRneg,0.833
2025-05-25,22,BRpos,1.907
2025-05-25,22,BRneg,0.8
2025-05-25,23,BRpos,1.276
2025-05-25,23,BRneg,0.851
2025-05-25,24,BRpos,1.693
2025-05-25,24,BRneg,1.603
2025-05-25,25,BRpos,0.838
2025-05-25,25,BRneg,1.223
2025-05-25,26,BRpos,1.324
2025-05-25,26,BRneg,1.574
2025-05-25,27,BRpos,1.767
2025-05-25,27,BRneg,1.788
2025-05-25,28,BRpos,2.052
2025-05-25,28,BRneg,0.553
2025-05-25,29,BRpos,1.619
2025-05-25,29,BRneg,1.562
2025-05-25,30,BRpos,1.25
2025-05-25,30,BRneg,1.131
2025-05-25,31,BRpos,2.641
2025-05-25,31,BRneg,1.625
2025-05-25,32,BRpos,1.737
2025-05-25,32,BRneg,0.89
2025-05-25,33,BRpos,5.019
2025-05-25,33,BRneg,1.286
2025-05-25,34,BRpos,3.788
2025-05-25,34,BRneg,0.964
2025-05-25,35,BRpos,2.041
2025-05-25,35,BRneg,1.481
2025-05-25,36,BRpos,1.788
2025-05-25,36,BRneg,1.036
2025-05-25,37,BRpos,4.529
2025-05-25,37,BRneg,1.249
2025-05-25,38,BRpos,4.617
2025-05-25,38,BRneg,1.33
2025-05-25,39,BRpos,4.37
2025-05-25,39,BRneg,1.1
2025-05-25,40,BRpos,6.043
2025-05-25,40,BRneg,0.757
2025-05-25,41,BRpos,2.345
2025-05-25,41,BRneg,1.025
2025-05-25,42,BRpos,1.715
2025-05-25,42,BRneg,1.364
2025-05-25,43,BRpos,0.839
2025-05-25,43,BRneg,0.475
2025-05-25,44,BRpos,2.094
2025-05-25,44,BRneg,1.504
2025-05-25,45,BRpos,1.548
2025-05-25,45,BRneg,1.137
2025-05-25,46,BRpos,2.026
2025-05-25,46,BRneg,1.528
2025-05-25,47,BRpos,2.239
2025-05-25,47,BRneg,0.801
2025-05-25,48,BRpos,2.663
2025-05-25,48,BRneg,0.808
2025-05-26,1,BRpos,2.539
2025-05-26,1,BRneg,1.039
2025-05-26,2,BRpos,2.348
2025-05-26,2,BRneg,1.591
2025-05-26,3,BRpos,3.541
2025-05-26,3,BRneg,2.068
2025-05-26,4,BRpos,2.041
2025-05-26,4,BRneg,1.082
2025-05-26,5,BRpos,3.931
2025-05-26,5,BRneg,1.025
2025-05-26,6,BRpos,2.09
2025-05-26,6,BRneg,0.67
2025-05-26,7,BRpos,3.72
2025-05-26,7,BRneg,1.528
2025-05-26,8,BRpos,3.389
2025-05-26,8,BRneg,0.438
2025-05-26,9,BRpos,3.395
2025-05-26,9,BRneg,1.88
2025-05-26,10,BRpos,4.153
2025-05-26,10,BRneg,1.091
2025-05-26,11,BRpos,3.236
2025-05-26,11,BRneg,0.975
2025-05-26,12,BRpos,2.94
2025-05-26,12,BRneg,1.534
2025-05-26,13,BRpos,2.672
2025-05-26,13,BRneg,1.169
2025-05-26,14,BRpos,4.411
2025-05-26,14,BRneg,1.976
2025-05-26,15,BRpos,2.751
2025-05-26,15,BRneg,0.762
2025-05-26,16,BRpos,1.584
2025-05-26,16,BRneg,0.985
2025-05-26,17,BRpos,4.92
2025-05-26,17,BRneg,2.942
2025-05-26,18,BRpos,2.305
2025-05-26,18,BRneg,1.585
2025-05-26,19,BRpos,3.829
2025-05-26,19,BRneg,1.464
2025-05-26,20,BRpos,1.421
2025-05-26,20,BRneg,0.893
2025-05-26,21,BRpos,2.448
2025-05-26,21,BRneg,0.934
2025-05-26,22,BRpos,2.823
2025-05-26,22,BRneg,1.555
2025-05-26,23,BRpos,1.617
2025-05-26,23,BRneg,1.522
2025-05-26,24,BRpos,1.37
2025-05-26,24,BRneg,1.156
2025-05-26,25,BRpos,2.148
2025-05-26,25,BRneg,1.181
2025-05-26,26,BRpos,3.081
2025-05-26,26,BRneg,2.151
2025-05-26,27,BRpos,2.376
2025-05-26,27,BRneg,1.788
2025-05-26,28,BRpos,1.152
2025-05-26,28,BRneg,1.344
2025-05-26,29,BRpos,4.231
2025-05-26,29,BRneg,0.992
2025-05-26,30,BRpos,4.095
2025-05-26,30,BRneg,1.386
2025-05-26,31,BRpos,6.177
2025-05-26,31,BRneg,0.463
2025-05-26,32,BRpos,3.449
2025-05-26,32,BRneg,0.667
2025-05-26,33,BRpos,2.686
2025-05-26,33,BRneg,1.092
2025-05-26,34,BRpos,3.147
2025-05-26,34,BRneg,2.591
2025-05-26,35,BRpos,7.154
2025-05-26,35,BRneg,1.997
2025-05-26,36,BRpos,2.899
2025-05-26,36,BRneg,1.339
2025-05-26,37,BRpos,5.239
2025-05-26,37,BRneg,1.772
2025-05-26,38,BRpos,2.252
2025-05-26,38,BRneg,0.776
2025-05-26,39,BRpos,2.659
2025-05-26,39,BRneg,1.957
2025-05-26,40,BRpos,2.449
2025-05-26,40,BRneg,1.155
2025-05-26,41,BRpos,3.236
2025-05-26,41,BRneg,1.273
2025-05-26,42,BRpos,2.834
2025-05-26,42,BRneg,0.404
2025-05-26,43,BRpos,2.714
2025-05-26,43,BRneg,0.72
2025-05-26,44,BRpos,2.41
2025-05-26,44,BRneg,1.342
2025-05-26,45,BRpos,3.29
2025-05-26,45,BRneg,0.873
2025-05-26,46,BRpos,2.246
2025-05-26,46,BRneg,0.672
2025-05-26,47,BRpos,2.152
2025-05-26,47,BRneg,1.003
2025-05-26,48,BRpos,2.825
2025-05-26,48,BRneg,1.224
2025-05-27,1,BRpos,2.058
2025-05-27,1,BRneg,1.49
2025-05-27,2,BRpos,2.864
2025-05-27,2,BRneg,0.817
2025-05-27,3,BRpos,2.525
2025-05-27,3,BRneg,0.539
2025-05-27,4,BRpos,3.747
2025-05-27,4,BRneg,0.82
2025-05-27,5,BRpos,2.313
2025-05-27,5,BRneg,1.934
2025-05-27,6,BRpos,1.683
2025-05-27,6,BRneg,1.322
2025-05-27,7,BRpos,4.228
2025-05-27,7,BRneg,1.41
2025-05-27,8,BRpos,1.261
2025-05-27,8,BRneg,1.441
2025-05-27,9,BRpos,1.849
2025-05-27,9,BRneg,0.959
2025-05-27,10,BRpos,2.011
2025-05-27,10,BRneg,2.783
2025-05-27,11,BRpos,1.778
2025-05-27,11,BRneg,1.353
2025-05-27,12,BRpos,0.862
2025-05-27,12,BRneg,0.984
2025-05-27,13,BRpos,6.167
2025-05-27,13,BRneg,1.457
2025-05-27,14,BRpos,1.3
2025-05-27,14,BRneg,0.962
2025-05-27,15,BRpos,1.88
2025-05-27,15,BRneg,0.512
2025-05-27,16,BRpos,2.024
2025-05-27,16,BRneg,0.663
2025-05-27,17,BRpos,1.372
2025-05-27,17,BRneg,1.173
2025-05-27,18,BRpos,1.997
2025-05-27,18,BRneg,1.148
2025-05-27,19,BRpos,1.608
2025-05-27,19,BRneg,1.634
2025-05-27,20,BRpos,1.365
2025-05-27,20,BRneg,1.033
2025-05-27,21,BRpos,3.781
2025-05-27,21,BRneg,0.951
2025-05-27,22,BRpos,1.911
2025-05-27,22,BRneg,1.156
2025-05-27,23,BRpos,3.211
2025-05-27,23,BRneg,1.21
2025-05-27,24,BRpos,1.975
2025-05-27,24,BRneg,1.045
2025-05-27,25,BRpos,1.313
2025-05-27,25,BRneg,0.418
2025-05-27,26,BRpos,0.951
2025-05-27,26,BRneg,1.128
2025-05-27,27,BRpos,2.136
2025-05-27,27,BRneg,1.394
2025-05-27,28,BRpos,3.317
2025-05-27,28,BRneg,1.771
2025-05-27,29,BRpos,1.514
2025-05-27,29,BRneg,0.382
2025-05-27,30,BRpos,1.187
2025-05-27,30,BRneg,0.447
2025-05-27,31,BRpos,4.349
2025-05-27,31,BRneg,1.096
2025-05-27,32,BRpos,4.757
2025-05-27,32,BRneg,0.73
2025-05-27,33,BRpos,3.383
2025-05-27,33,BRneg,1.8
2025-05-27,34,BRpos,1.922
2025-05-27,34,BRneg,1.678
2025-05-27,35,BRpos,3.101
2025-05-27,35,BRneg,1.426
2025-05-27,36,BRpos,6.097
2025-05-27,36,BRneg,1.385
2025-05-27,37,BRpos,7.353
2025-05-27,37,BRneg,0.978
2025-05-27,38,BRpos,4.666
2025-05-27,38,BRneg,2.844
2025-05-27,39,BRpos,1.558
2025-05-27,39,BRneg,1.135
2025-05-27,40,BRpos,3.563
2025-05-27,40,BRneg,0.925
2025-05-27,41,BRpos,2.717
2025-05-27,41,BRneg,2.025
2025-05-27,42,BRpos,1.643
2025-05-27,42,BRneg,0.45
2025-05-27,43,BRpos,3.314
2025-05-27,43,BRneg,1.209
2025-05-27,44,BRpos,3.37
2025-05-27,44,BRneg,1.162
2025-05-27,45,BRpos,3.416
2025-05-27,45,BRneg,0.667
2025-05-27,46,BRpos,2.954
2025-05-27,46,BRneg,3.202
2025-05-27,47,BRpos,3.525
2025-05-27,47,BRneg,0.383
2025-05-27,48,BRpos,0.917
2025-05-27,48,BRneg,0.96
2025-05-28,1,BRpos,2.071
2025-05-28,1,BRneg,1.669
2025-05-28,2,BRpos,2.311
2025-05-28,2,BRneg,1.692
2025-05-28,3,BRpos,1.864
2025-05-28,3,BRneg,0.978
2025-05-28,4,BRpos,2.181
2025-05-28,4,BRneg,0.96
2025-05-28,5,BRpos,2.827
2025-05-28,5,BRneg,0.814
2025-05-28,6,BRpos,1.824
2025-05-28,6,BRneg,1.48
2025-05-28,7,BRpos,2.691
2025-05-28,7,BRneg,1.05
2025-05-28,8,BRpos,2.841
2025-05-28,8,BRneg,1.246
2025-05-28,9,BRpos,2.366
2025-05-28,9,BRneg,0.462
2025-05-28,10,BRpos,4.362
2025-05-28,10,BRneg,0.519
2025-05-28,11,BRpos,4.387
2025-05-28,11,BRneg,0.975
2025-05-28,12,BRpos,1.517
2025-05-28,12,BRneg,1.37
2025-05-28,13,BRpos,1.768
2025-05-28,13,BRneg,0.722
2025-05-28,14,BRpos,3.78
2025-05-28,14,BRneg,1.261
2025-05-28,15,BRpos,3.245
2025-05-28,15,BRneg,1.518
2025-05-28,16,BRpos,2.71
2025-05-28,16,BRneg,0.957
2025-05-28,17,BRpos,3.107
2025-05-28,17,BRneg,1.244
2025-05-28,18,BRpos,2.566
2025-05-28,18,BRneg,0.951
2025-05-28,19,BRpos,2.528
2025-05-28,19,BRneg,1.022
2025-05-28,20,BRpos,1.982
2025-05-28,20,BRneg,1.922
2025-05-28,21,BRpos,1.51
2025-05-28,21,BRneg,0.608
2025-05-28,22,BRpos,1.875
2025-05-28,22,BRneg,0.853
2025-05-28,23,BRpos,2.788
2025-05-28,23,BRneg,0.468
2025-05-28,24,BRpos,2.85
2025-05-28,24,BRneg,1.15
2025-05-28,25,BRpos,2.82
2025-05-28,25,BRneg,2.734
2025-05-28,26,BRpos,2.955
2025-05-28,26,BRneg,0.85
2025-05-28,27,BRpos,1.111
2025-05-28,27,BRneg,1.298
2025-05-28,28,BRpos,2.517
2025-05-28,28,BRneg,0.985
2025-05-28,29,BRpos,3.416
2025-05-28,29,BRneg,1.873
2025-05-28,30,BRpos,2.088
2025-05-28,30,BRneg,0.693
2025-05-28,31,BRpos,2.136
2025-05-28,31,BRneg,1.057
2025-05-28,32,BRpos,1.798
2025-05-28,32,BRneg,0.611
2025-05-28,33,BRpos,2.748
2025-05-28,33,BRneg,0.651
2025-05-28,34,BRpos,2.314
2025-05-28,34,BRneg,1.232
2025-05-28,35,BRpos,4.142
2025-05-28,35,BRneg,1.343
2025-05-28,36,BRpos,3.109
2025-05-28,36,BRneg,2.405
2025-05-28,37,BRpos,1.577
2025-05-28,37,BRneg,3.14
2025-05-28,38,BRpos,2.575
2025-05-28,38,BRneg,2.933
2025-05-28,39,BRpos,2.417
2025-05-28,39,BRneg,1.448
2025-05-28,40,BRpos,2.658
2025-05-28,40,BRneg,1.332
2025-05-28,41,BRpos,2.131
2025-05-28,41,BRneg,2.483
2025-05-28,42,BRpos,6.265
2025-05-28,42,BRneg,1.736
2025-05-28,43,BRpos,2.395
2025-05-28,43,BRneg,1.004
2025-05-28,44,BRpos,3.121
2025-05-28,44,BRneg,0.544
2025-05-28,45,BRpos,1.522
2025-05-28,45,BRneg,2.044
2025-05-28,46,BRpos,1.808
2025-05-28,46,BRneg,1.162
2025-05-28,47,BRpos,1.262
2025-05-28,47,BRneg,6.827
2025-05-28,48,BRpos,3.825
2025-05-28,48,BRneg,1.033
2025-05-29,1,BRpos,2.478
2025-05-29,1,BRneg,1.505
2025-05-29,2,BRpos,2.228
2025-05-29,2,BRneg,1.468
2025-05-29,3,BRpos,2.414
2025-05-29,3,BRneg,0.768
2025-05-29,4,BRpos,1.17
2025-05-29,4,BRneg,1.842
2025-05-29,5,BRpos,1.572
2025-05-29,5,BRneg,1.046
2025-05-29,6,BRpos,2.708
2025-05-29,6,BRneg,0.848
2025-05-29,7,BRpos,3.362
2025-05-29,7,BRneg,1.185
2025-05-29,8,BRpos,2.975
2025-05-29,8,BRneg,1.177
2025-05-29,9,BRpos,2.829
2025-05-29,9,BRneg,1.336
2025-05-29,10,BRpos,1.743
2025-05-29,10,BRneg,1.676
2025-05-29,11,BRpos,2.809
2025-05-29,11,BRneg,0.515
2025-05-29,12,BRpos,4.052
2025-05-29,12,BRneg,1.742
2025-05-29,13,BRpos,1.608
2025-05-29,13,BRneg,0.918
2025-05-29,14,BRpos,4.536
2025-05-29,14,BRneg,1.536
2025-05-29,15,BRpos,1.541
2025-05-29,15,BRneg,1.026
2025-05-29,16,BRpos,1.967
2025-05-29,16,BRneg,1.067
2025-05-29,17,BRpos,3.105
2025-05-29,17,BRneg,1.373
2025-05-29,18,BRpos,2.815
2025-05-29,18,BRneg,0.948
2025-05-29,19,BRpos,5.386
2025-05-29,19,BRneg,0.887
2025-05-29,20,BRpos,2.119
2025-05-29,20,BRneg,1.099
2025-05-29,21,BRpos,1.167
2025-05-29,21,BRneg,0.779
2025-05-29,22,BRpos,2.471
2025-05-29,22,BRneg,0.596
2025-05-29,23,BRpos,1.899
2025-05-29,23,BRneg,1.019
2025-05-29,24,BRpos,2.171
2025-05-29,24,BRneg,0.296
2025-05-29,25,BRpos,1.588
2025-05-29,25,BRneg,0.767
2025-05-29,26,BRpos,1.175
2025-05-29,26,BRneg,0.987
2025-05-29,27,BRpos,1.958
2025-05-29,27,BRneg,0.534
2025-05-29,28,BRpos,2.245
2025-05-29,28,BRneg,1.055
2025-05-29,29,BRpos,2.646
2025-05-29,29,BRneg,0.953
2025-05-29,30,BRpos,0.974
2025-05-29,30,BRneg,1.112
2025-05-29,31,BRpos,1.232
2025-05-29,31,BRneg,0.804
2025-05-29,32,BRpos,2.754
2025-05-29,32,BRneg,1.083
2025-05-29,33,BRpos,1.842
2025-05-29,33,BRneg,2.106
2025-05-29,34,BRpos,2.46
2025-05-29,34,BRneg,1.803
2025-05-29,35,BRpos,3.113
2025-05-29,35,BRneg,1.431
2025-05-29,36,BRpos,2.92
2025-05-29,36,BRneg,1.88
2025-05-29,37,BRpos,4.717
2025-05-29,37,BRneg,2.498
2025-05-29,38,BRpos,2.336
2025-05-29,38,BRneg,1.689
2025-05-29,39,BRpos,3.175
2025-05-29,39,BRneg,1.882
2025-05-29,40,BRpos,4.519
2025-05-29,40,BRneg,0.843
2025-05-29,41,BRpos,2.365
2025-05-29,41,BRneg,1.241
2025-05-29,42,BRpos,1.446
2025-05-29,42,BRneg,0.899
2025-05-29,43,BRpos,3.202
2025-05-29,43,BRneg,0.333
2025-05-29,44,BRpos,3.301
2025-05-29,44,BRneg,1.268
2025-05-29,45,BRpos,3.011
2025-05-29,45,BRneg,0.581
2025-05-29,46,BRpos,3.038
2025-05-29,46,BRneg,0.855
2025-05-29,47,BRpos,1.04
2025-05-29,47,BRneg,2.261
2025-05-29,48,BRpos,2.191
2025-05-29,48,BRneg,1.543
2025-05-30,1,BRpos,2.407
2025-05-30,1,BRneg,1.366
2025-05-30,2,BRpos,1.273
2025-05-30,2,BRneg,0.783
2025-05-30,3,BRpos,1.19
2025-05-30,3,BRneg,0.837
2025-05-30,4,BRpos,2.599
2025-05-30,4,BRneg,1.308
2025-05-30,5,BRpos,1.9
2025-05-30,5,BRneg,1.345
2025-05-30,6,BRpos,2.476
2025-05-30,6,BRneg,1.231
2025-05-30,7,BRpos,2.018
2025-05-30,7,BRneg,1.622
2025-05-30,8,BRpos,0.662
2025-05-30,8,BRneg,0.766
2025-05-30,9,BRpos,1.387
2025-05-30,9,BRneg,0.893
2025-05-30,10,BRpos,1.968
2025-05-30,10,BRneg,0.882
2025-05-30,11,BRpos,2.829
2025-05-30,11,BRneg,1.621
2025-05-30,12,BRpos,1.984
2025-05-30,12,BRneg,1.585
2025-05-30,13,BRpos,2.639
2025-05-30,13,BRneg,2.655
2025-05-30,14,BRpos,4.961
2025-05-30,14,BRneg,0.827
2025-05-30,15,BRpos,2.102
2025-05-30,15,BRneg,1.321
2025-05-30,16,BRpos,0.916
2025-05-30,16,BRneg,0.949
2025-05-30,17,BRpos,3.775
2025-05-30,17,BRneg,0.881
2025-05-30,18,BRpos,3.385
2025-05-30,18,BRneg,1.013
2025-05-30,19,BRpos,1.489
2025-05-30,19,BRneg,2.213
2025-05-30,20,BRpos,1.579
2025-05-30,20,BRneg,1.291
2025-05-30,21,BRpos,2.952
2025-05-30,21,BRneg,0.951
2025-05-30,22,BRpos,2.933
2025-05-30,22,BRneg,1.056
2025-05-30,23,BRpos,6.37
2025-05-30,23,BRneg,0.984
2025-05-30,24,BRpos,1.988
2025-05-30,24,BRneg,2.586
2025-05-30,25,BRpos,3.395
2025-05-30,25,BRneg,1.629
2025-05-30,26,BRpos,1.412
2025-05-30,26,BRneg,0.769
2025-05-30,27,BRpos,1.917
2025-05-30,27,BRneg,0.85
2025-05-30,28,BRpos,1.992
2025-05-30,28,BRneg,0.866
2025-05-30,29,BRpos,1.268
2025-05-30,29,BRneg,1.322
2025-05-30,30,BRpos,2.465
2025-05-30,30,BRneg,1.268
2025-05-30,31,BRpos,3.885
2025-05-30,31,BRneg,0.862
2025-05-30,32,BRpos,1.809
2025-05-30,32,BRneg,0.78
2025-05-30,33,BRpos,4.022
2025-05-30,33,BRneg,0.874
2025-05-30,34,BRpos,4.518
2025-05-30,34,BRneg,1.992
2025-05-30,35,BRpos,6.191
2025-05-30,35,BRneg,0.819
2025-05-30,36,BRpos,2.714
2025-05-30,36,BRneg,1.5
2025-05-30,37,BRpos,4.574
2025-05-30,37,BRneg,1.355
2025-05-30,38,BRpos,6.103
2025-05-30,38,BRneg,2.823
2025-05-30,39,BRpos,3.683
2025-05-30,39,BRneg,3.073
2025-05-30,40,BRpos,3.822
2025-05-30,40,BRneg,0.984
2025-05-30,41,BRpos,2.68
2025-05-30,41,BRneg,1.993
2025-05-30,42,BRpos,1.607
2025-05-30,42,BRneg,0.572
2025-05-30,43,BRpos,3.2
2025-05-30,43,BRneg,0.567
2025-05-30,44,BRpos,2.366
2025-05-30,44,BRneg,1.859
2025-05-30,45,BRpos,2.045
2025-05-30,45,BRneg,1.283
2025-05-30,46,BRpos,4.553
2025-05-30,46,BRneg,1.263
2025-05-30,47,BRpos,1.739
2025-05-30,47,BRneg,0.971
2025-05-30,48,BRpos,2.243
2025-05-30,48,BRneg,0.643
2025-05-31,1,BRpos,1.763
2025-05-31,1,BRneg,0.755
2025-05-31,2,BRpos,1.975
2025-05-31,2,BRneg,0.988
2025-05-31,3,BRpos,3.863
2025-05-31,3,BRneg,0.709
2025-05-31,4,BRpos,2.105
2025-05-31,4,BRneg,1.734
2025-05-31,5,BRpos,2.084
2025-05-31,5,BRneg,1.274
2025-05-31,6,BRpos,4.372
2025-05-31,6,BRneg,1.357
2025-05-31,7,BRpos,1.787
2025-05-31,7,BRneg,1.703
2025-05-31,8,BRpos,1.494
2025-05-31,8,BRneg,1.494
2025-05-31,9,BRpos,1.563
2025-05-31,9,BRneg,1.029
2025-05-31,10,BRpos,1.167
2025-05-31,10,BRneg,0.812
2025-05-31,11,BRpos,1.712
2025-05-31,11,BRneg,0.9
2025-05-31,12,BRpos,1.363
2025-05-31,12,BRneg,1.186
2025-05-31,13,BRpos,4.114
2025-05-31,13,BRneg,0.599
2025-05-31,14,BRpos,4.398
2025-05-31,14,BRneg,1.622
2025-05-31,15,BRpos,1.373
2025-05-31,15,BRneg,1.427
2025-05-31,16,BRpos,3.048
2025-05-31,16,BRneg,1.787
2025-05-31,17,BRpos,4.775
2025-05-31,17,BRneg,2.041
2025-05-31,18,BRpos,3.242
2025-05-31,18,BRneg,1.083
2025-05-31,19,BRpos,1.567
2025-05-31,19,BRneg,0.785
2025-05-31,20,BRpos,3.415
2025-05-31,20,BRneg,0.889
2025-05-31,21,BRpos,2.193
2025-05-31,21,BRneg,1.215
2025-05-31,22,BRpos,1.345
2025-05-31,22,BRneg,1.6
2025-05-31,23,BRpos,1.177
2025-05-31,23,BRneg,1.187
2025-05-31,24,BRpos,2.483
2025-05-31,24,BRneg,2.734
2025-05-31,25,BRpos,2.399
2025-05-31,25,BRneg,0.795
2025-05-31,26,BRpos,2.805
2025-05-31,26,BRneg,1.138
2025-05-31,27,BRpos,4.495
2025-05-31,27,BRneg,0.467
2025-05-31,28,BRpos,1.031
2025-05-31,28,BRneg,0.87
2025-05-31,29,BRpos,1.919
2025-05-31,29,BRneg,0.875
2025-05-31,30,BRpos,2.249
2025-05-31,30,BRneg,0.869
2025-05-31,31,BRpos,1.27
2025-05-31,31,BRneg,1.066
2025-05-31,32,BRpos,0.964
2025-05-31,32,BRneg,0.852
2025-05-31,33,BRpos,2.952
2025-05-31,33,BRneg,0.802
2025-05-31,34,BRpos,6.673
2025-05-31,34,BRneg,3.371
2025-05-31,35,BRpos,4.413
2025-05-31,35,BRneg,5.237
2025-05-31,36,BRpos,2.834
2025-05-31,36,BRneg,1.182
2025-05-31,37,BRpos,4.094
2025-05-31,37,BRneg,2.197
2025-05-31,38,BRpos,2.772
2025-05-31,38,BRneg,1.995
2025-05-31,39,BRpos,9.215
2025-05-31,39,BRneg,1.697
2025-05-31,40,BRpos,1.56
2025-05-31,40,BRneg,0.849
2025-05-31,41,BRpos,2.078
2025-05-31,41,BRneg,2.702
2025-05-31,42,BRpos,3.938
2025-05-31,42,BRneg,1.341
2025-05-31,43,BRpos,1.509
2025-05-31,43,BRneg,1.66
2025-05-31,44,BRpos,2.947
2025-05-31,44,BRneg,2.682
2025-05-31,45,BRpos,2.379
2025-05-31,45,BRneg,1.526
2025-05-31,46,BRpos,2.184
2025-05-31,46,BRneg,0.669
2025-05-31,47,BRpos,1.026
2025-05-31,47,BRneg,0.593
2025-05-31,48,BRpos,1.603
2025-05-31,48,BRneg,0.727
2025-06-01,1,BRpos,1.809
2025-06-01,1,BRneg,0.77
2025-06-01,2,BRpos,2.353
2025-06-01,2,BRneg,1.449
2025-06-01,3,BRpos,1.189
2025-06-01,3,BRneg,0.592
2025-06-01,4,BRpos,1.164
2025-06-01,4,BRneg,0.681
